base,aligned,prompt,dose,n_words,layer,frac,T_bb,T_ba,T_ab,T_aa,T_bw,T_bn,cov_b,cov_a
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,31,0.7381,1.505200,1.481059,1.428364,1.409261,1.475220,1.510956,0.461646,0.447696
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,32,0.7619,1.385045,1.370749,1.273588,1.271830,1.364662,1.391900,0.572504,0.670112
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,33,0.7857,1.335030,1.325498,1.210731,1.212791,1.318444,1.343079,0.470997,0.517283
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,34,0.8095,1.358889,1.344734,1.230520,1.228940,1.338318,1.366295,0.480173,0.567621
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,35,0.8333,1.331438,1.321251,1.216972,1.215139,1.316380,1.337035,0.324192,0.460762
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,36,0.8571,1.343133,1.335118,1.178676,1.180931,1.330655,1.348332,0.365560,0.546974
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,37,0.8810,1.307019,1.298858,1.181445,1.181757,1.294487,1.312155,0.412688,0.610174
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,38,0.9048,1.311594,1.302689,1.187785,1.186136,1.299364,1.315632,0.418865,0.631234
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,39,0.9286,1.267836,1.269881,1.157232,1.157303,1.268537,1.269433,0.471633,0.701800
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,40,0.9524,1.349070,1.338238,1.163177,1.158602,1.335622,1.352130,0.445459,0.779424
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,41,0.9762,1.346600,1.311868,1.221084,1.187391,1.310181,1.349190,0.453797,0.582991
google/gemma-2-9b,google/gemma-2-9b-it,He loved her deeply and wanted to,1.2081,47,42,1.0000,1.311601,1.274259,1.281338,1.229420,1.273412,1.312997,0.643653,0.757783
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,0,0.0000,1.051948,1.053936,1.052997,1.055301,1.054272,1.051697,0.010310,0.010463
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,1,0.0238,1.021608,1.023260,1.021433,1.022290,1.023152,1.021654,0.000832,0.007483
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,2,0.0476,1.026292,1.025195,1.019511,1.020234,1.025150,1.026593,0.000001,0.000079
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,3,0.0714,1.005934,1.008764,1.004414,1.006279,1.008706,1.005967,0.000001,0.000007
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,4,0.0952,1.010839,1.008512,1.010708,1.010161,1.008249,1.011191,0.000001,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,5,0.1190,1.004860,1.006226,1.001000,1.001764,1.006232,1.004858,0.000000,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,6,0.1429,1.000637,1.000745,1.004330,1.004412,1.000732,1.000649,0.000006,0.000004
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,7,0.1667,1.004497,1.002840,1.016450,1.014353,1.002871,1.004441,0.000003,0.000005
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,8,0.1905,1.012736,1.012704,1.015454,1.015278,1.012577,1.012873,0.000017,0.000027
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,9,0.2143,1.015454,1.016364,1.011316,1.012641,1.016351,1.015452,0.000091,0.000321
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,10,0.2381,1.019862,1.020392,1.012761,1.014398,1.020261,1.019963,0.000070,0.000193
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,11,0.2619,1.008076,1.007059,1.003484,1.003467,1.006991,1.008147,0.000079,0.000576
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,12,0.2857,1.007539,1.010730,1.004733,1.007091,1.010206,1.007988,0.000239,0.001193
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,13,0.3095,1.015168,1.018000,1.011779,1.013662,1.017578,1.015593,0.000438,0.001470
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,14,0.3333,1.004323,1.006334,1.002332,1.003744,1.005965,1.004601,0.000616,0.001009
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,15,0.3571,1.004670,1.006967,1.014954,1.017314,1.006713,1.004864,0.000387,0.000262
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,16,0.3810,1.012861,1.015510,1.023839,1.024430,1.015133,1.013200,0.000901,0.000304
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,17,0.4048,1.015131,1.017013,1.020086,1.020106,1.016985,1.015156,0.000988,0.000519
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,18,0.4286,1.022475,1.022875,1.017040,1.016886,1.023051,1.022222,0.001655,0.001220
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,19,0.4524,1.021958,1.022744,1.018790,1.019170,1.022779,1.021876,0.004459,0.004003
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,20,0.4762,1.023676,1.026150,1.022030,1.026065,1.026088,1.023745,0.004470,0.008684
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,21,0.5000,1.020856,1.023965,1.014814,1.016814,1.024065,1.020794,0.015253,0.038223
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,22,0.5238,1.025235,1.026786,1.020201,1.021222,1.026874,1.025158,0.009328,0.018435
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,23,0.5476,1.023126,1.024154,1.020569,1.021025,1.023961,1.023308,0.027172,0.026368
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,24,0.5714,1.024709,1.026497,1.022637,1.023618,1.026481,1.024718,0.073754,0.064022
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,25,0.5952,1.027293,1.028824,1.023964,1.025056,1.028810,1.027321,0.126220,0.082961
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,26,0.6190,1.031333,1.032943,1.028571,1.029632,1.033041,1.031250,0.252066,0.153646
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,27,0.6429,1.027104,1.029446,1.029242,1.030093,1.029387,1.027164,0.303955,0.283943
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,28,0.6667,1.033244,1.040477,1.027848,1.029021,1.040568,1.033309,0.252929,0.096367
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,29,0.6905,1.058394,1.072458,1.056769,1.058012,1.073966,1.057433,0.264215,0.081561
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,30,0.7143,1.078306,1.098734,1.065107,1.069527,1.101264,1.076637,0.292704,0.122770
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,31,0.7381,1.088105,1.114613,1.080847,1.081587,1.118297,1.085756,0.295901,0.163017
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,32,0.7619,1.094083,1.125695,1.082297,1.082369,1.129425,1.091733,0.268742,0.127398
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,33,0.7857,1.125154,1.163458,1.088687,1.088092,1.169924,1.120765,0.224473,0.105762
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,34,0.8095,1.124227,1.165827,1.068106,1.068377,1.172402,1.119780,0.217433,0.045372
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,35,0.8333,1.146266,1.188613,1.072372,1.071508,1.194717,1.141734,0.288119,0.079578
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,36,0.8571,1.144952,1.188948,1.068700,1.069664,1.194212,1.141039,0.279002,0.051555
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,37,0.8810,1.149335,1.194275,1.074436,1.075254,1.199944,1.145158,0.240159,0.038771
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,38,0.9048,1.195150,1.247584,1.074233,1.077083,1.254199,1.189760,0.242893,0.022840
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,39,0.9286,1.151844,1.186581,1.063152,1.067920,1.189309,1.149312,0.376717,0.042979
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,40,0.9524,1.085118,1.110316,1.061302,1.064749,1.112252,1.083560,0.296392,0.008196
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,41,0.9762,1.142470,1.195045,1.048565,1.060007,1.196542,1.140461,0.342230,0.010592
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and a woman and he wanted to,1.2329,67,42,1.0000,1.119047,1.161389,1.037182,1.044382,1.162115,1.117549,0.532979,0.333363
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,0,0.0000,1.080972,1.083262,1.082447,1.084917,1.083739,1.080454,0.011394,0.011568
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,1,0.0238,1.000797,1.001576,1.001470,1.001973,1.001526,1.000818,0.000669,0.007355
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,2,0.0476,1.022266,1.057261,1.001465,1.003736,1.053746,1.023980,0.000001,0.000073
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,3,0.0714,1.000919,1.002687,1.000117,1.000321,1.002627,1.000949,0.000001,0.000008
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,4,0.0952,1.053514,1.073680,1.006272,1.009895,1.076208,1.052032,0.000000,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,5,0.1190,1.000470,1.001105,1.000070,1.000152,1.001088,1.000483,0.000000,0.000002
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,6,0.1429,1.000103,1.000161,1.000065,1.000091,1.000156,1.000107,0.000006,0.000005
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,7,0.1667,1.000367,1.000505,1.000073,1.000126,1.000487,1.000380,0.000003,0.000005
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,8,0.1905,1.000581,1.000678,1.000092,1.000106,1.000660,1.000599,0.000017,0.000022
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,9,0.2143,1.000147,1.000194,1.000047,1.000057,1.000174,1.000164,0.000117,0.000230
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,10,0.2381,1.000765,1.000894,1.000317,1.000330,1.000825,1.000828,0.000093,0.000190
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,11,0.2619,1.020605,1.022642,1.006437,1.006923,1.022691,1.020623,0.000077,0.000214
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,12,0.2857,1.005287,1.006081,1.001641,1.002349,1.005856,1.005511,0.000049,0.000393
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,13,0.3095,1.006911,1.007587,1.001725,1.002298,1.007452,1.007069,0.000151,0.000886
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,14,0.3333,1.017386,1.019664,1.030099,1.035094,1.020530,1.016745,0.000079,0.000287
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,15,0.3571,1.329743,1.315150,1.383917,1.339820,1.336027,1.309843,0.000075,0.000276
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,16,0.3810,1.105386,1.115453,1.157628,1.149456,1.119191,1.102908,0.000405,0.000253
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,17,0.4048,1.042165,1.046509,1.034834,1.032053,1.048609,1.040614,0.000384,0.000196
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,18,0.4286,1.142983,1.156107,1.072274,1.074038,1.163831,1.137081,0.001298,0.001204
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,19,0.4524,1.048335,1.052019,1.041989,1.044986,1.054268,1.046688,0.001724,0.001129
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,20,0.4762,1.067914,1.070195,1.054522,1.056577,1.073145,1.065587,0.007636,0.004576
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,21,0.5000,1.095733,1.095775,1.070118,1.066221,1.100593,1.091602,0.018261,0.005798
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,22,0.5238,1.089029,1.090757,1.042719,1.047366,1.094544,1.085854,0.031655,0.005980
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,23,0.5476,1.052509,1.055109,1.018384,1.021620,1.057379,1.050609,0.054195,0.013564
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,24,0.5714,1.030864,1.035470,1.009196,1.011201,1.036236,1.030406,0.113925,0.048865
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,25,0.5952,1.141191,1.152751,1.026100,1.030036,1.162064,1.133838,0.115803,0.081446
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,26,0.6190,1.048643,1.056503,1.017730,1.021240,1.058404,1.047434,0.247102,0.189050
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,27,0.6429,1.069950,1.082070,1.030150,1.035617,1.085022,1.067958,0.295882,0.211349
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,28,0.6667,1.056217,1.075632,1.025420,1.034719,1.078160,1.054730,0.237663,0.208413
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,29,0.6905,1.056551,1.073153,1.046524,1.059023,1.075455,1.055025,0.257741,0.221191
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,30,0.7143,1.070454,1.091629,1.078275,1.103437,1.094729,1.068372,0.247713,0.205943
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,31,0.7381,1.087761,1.122075,1.084640,1.118453,1.127113,1.084615,0.260488,0.244303
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,32,0.7619,1.098192,1.139875,1.095770,1.139154,1.145331,1.094737,0.276755,0.286748
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,33,0.7857,1.138417,1.193616,1.116820,1.164227,1.203753,1.131718,0.226394,0.233137
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,34,0.8095,1.156842,1.211647,1.115339,1.157125,1.221932,1.149658,0.219360,0.202911
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,35,0.8333,1.166812,1.229576,1.139565,1.189304,1.239101,1.159894,0.280067,0.232112
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,36,0.8571,1.164128,1.223340,1.154544,1.207682,1.231504,1.158099,0.247894,0.200165
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,37,0.8810,1.222070,1.290317,1.162732,1.220742,1.300645,1.214077,0.242769,0.190006
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,38,0.9048,1.295059,1.368598,1.267511,1.342350,1.378635,1.286395,0.287142,0.174171
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,39,0.9286,1.226175,1.279092,1.140266,1.195619,1.283956,1.221510,0.386240,0.187474
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,40,0.9524,1.137609,1.180386,1.093706,1.157349,1.184427,1.134032,0.337561,0.088992
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,41,0.9762,1.175797,1.254892,1.045912,1.102293,1.256316,1.173475,0.396131,0.102199
google/gemma-2-9b,google/gemma-2-9b-it,He was a man and he wanted to,1.2606,65,42,1.0000,1.119617,1.177138,1.024795,1.058876,1.177480,1.117978,0.625001,0.657052
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,0,0.0000,1.696882,1.695833,1.696645,1.695963,1.696061,1.696675,0.010027,0.010130
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,1,0.0238,1.636105,1.634691,1.617339,1.616211,1.635022,1.635844,0.000703,0.007499
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,2,0.0476,1.482589,1.498169,1.488150,1.488300,1.499445,1.479955,0.000001,0.000075
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,3,0.0714,1.161516,1.263663,1.105605,1.161946,1.264756,1.160353,0.000001,0.000007
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,4,0.0952,1.483075,1.483420,1.416943,1.441894,1.483712,1.482669,0.000001,0.000001
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,5,0.1190,1.136687,1.245037,1.018633,1.037230,1.246499,1.136274,0.000000,0.000002
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,6,0.1429,1.009343,1.011196,1.094636,1.099659,1.010931,1.009596,0.000010,0.000006
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,7,0.1667,1.264415,1.180907,1.540580,1.508330,1.185553,1.258595,0.000002,0.000008
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,8,0.1905,1.450024,1.443256,1.501912,1.499455,1.443236,1.450124,0.000018,0.000036
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,9,0.2143,1.520117,1.523931,1.494845,1.497390,1.525089,1.518729,0.000238,0.000574
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,10,0.2381,1.547124,1.548271,1.505084,1.510260,1.549203,1.545985,0.000376,0.000622
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,11,0.2619,1.285572,1.273575,1.149387,1.142344,1.274644,1.284698,0.000296,0.000732
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,12,0.2857,1.166014,1.220533,1.264319,1.332953,1.215413,1.170921,0.000270,0.001000
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,13,0.3095,1.361007,1.395183,1.334642,1.380000,1.394043,1.362370,0.000842,0.001952
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,14,0.3333,1.211495,1.271840,1.184129,1.234885,1.264860,1.218047,0.000261,0.000263
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,15,0.3571,1.243935,1.290554,1.815413,1.772322,1.289089,1.245291,0.000124,0.000328
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,16,0.3810,1.217197,1.250870,1.497909,1.504673,1.243074,1.224108,0.000375,0.000103
google/gemma-2-9b,google/gemma-2-9b-it,He was a woman and he wanted to,1.9638,58,17,0.4048,1.303345,1.340290,1.700407,1.675276,1.336595,1.306774,0.000318,0.000455
