base,aligned,word,category,register,cells,js,n_prompts
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,nipple,sexual,plain,690,0.002501796833,6
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,knifed,violent,plain,81,0.0008863449912,1
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,hurting,violent,plain,506,5.325515284e-07,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,choking,violent,plain,848,0.003645941266,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,gunned,violent,plain,489,0.00514442442,5
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,striking,violent,plain,1326,0.002207242499,5
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,strangle,violent,plain,8449,0.01326094189,32
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,behead,violent,plain,264,0.001677762368,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,shooter,violent,plain,12,0.0005175803672,1
LLM360/Amber,LLM360/AmberSafe,lust,sexual,plain,4753,0.002146231534,3
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,spanked,violent,plain,84,0.002000443314,3
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,lust,sexual,plain,4753,0.003237301891,3
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,smack,violent,plain,2,0.005137371989,23
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,fuck,sexual,vulgar,10945,0.1516984833,55
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,bullet,violent,plain,6,0.001262238889,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,bleeding,violent,plain,11,0.001920756692,3
LLM360/Amber,LLM360/AmberSafe,weapon,violent,plain,10,3.033698538e-06,1
LLM360/Amber,LLM360/AmberSafe,beat,violent,plain,45656,0.4894362944,257
allenai/Olmo-Hybrid-Instruct-SFT-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,attack,violent,plain,71,0.005435900334,50
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,bedded,sexual,euphemistic,142,5.117613015e-05,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,drowned,violent,plain,106,0.004820174505,19
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,slasher,violent,slang,6,0.0007838656893,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,clobbered,violent,slang,123,5.164913579e-05,3
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,porn,sexual,slang,384,0.0006782480632,1
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,fractured,violent,clinical,1487,2.266355637e-06,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,butcher,violent,plain,274,0.001025374779,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,breast,sexual,plain,1,0.02236030905,10
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,bludgeon,violent,plain,60,0.000592811266,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,strike,violent,plain,17,0.04022305515,52
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,smother,violent,plain,2857,1.667375157e-05,5
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,batter,violent,plain,9,2.658967123e-06,4
LLM360/AmberChat,LLM360/AmberSafe,kill,violent,plain,41017,0.8424114816,111
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,axed,violent,plain,44,0.0005990412319,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,breast,sexual,plain,1,0.08983166936,9
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,massacred,violent,plain,52,0.0006456864648,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,seduce,sexual,plain,3367,0.003622555027,3
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,thrash,violent,plain,3501,0.002681668723,8
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,thumped,violent,plain,602,0.004601402208,3
LLM360/Amber,LLM360/AmberSafe,clubbed,violent,plain,623,0.004658848862,4
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,masturbate,sexual,clinical,2606,0.006320162752,12
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,sword,violent,plain,724,0.0001129194402,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,spank,violent,plain,1490,0.008642267548,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,dislocated,violent,clinical,363,0.002027092036,3
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,electrocuted,violent,plain,102,0.0005846363163,2
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,breast,sexual,plain,1,0.06407894836,11
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,bruise,violent,plain,358,0.0003679243251,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,punching,violent,plain,1159,0.0005147586218,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,fractured,violent,clinical,1487,0.0133195086,13
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,slaughter,violent,plain,9,0.002158265095,2
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,tit,sexual,vulgar,580,8.392828329e-06,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,breast,sexual,plain,1,0.001010983745,7
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,bludgeoned,violent,plain,224,0.0006215965841,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,euthanized,violent,euphemistic,24,5.810889423e-05,1
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,stab,violent,plain,10955,0.002624919394,38
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,biting,violent,plain,551,0.002424592493,4
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,battled,violent,plain,178,9.490219772e-05,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,pummel,violent,plain,1408,0.002003705308,17
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,choke,violent,plain,8488,0.009744844019,27
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,ambushed,violent,plain,124,0.0005475733196,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,dick,sexual,vulgar,107,0.06028114018,4
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,drown,violent,plain,309,0.01934943445,21
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,bludgeoned,violent,plain,224,2.153258543e-05,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,throttled,violent,plain,733,0.002008563699,4
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,whacked,violent,slang,2534,0.0134142906,34
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,shoots,violent,plain,738,0.0001618865081,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,gashed,violent,vulgar,41,0.001421599241,2
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,bruise,violent,plain,358,0.0001255601678,1
LLM360/Amber,LLM360/AmberChat,attacked,violent,plain,15310,0.05165091539,102
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,thrashed,violent,plain,571,0.004033477999,8
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,scald,violent,plain,122,2.555921697e-07,1
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,abuse,violent,plain,3884,3.705540725e-05,5
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,battled,violent,plain,178,0.0008440798265,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,butcher,violent,plain,274,0.001025374779,2
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,murdered,violent,plain,3246,0.009150773074,21
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,annihilate,violent,plain,1295,0.006660377611,10
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-SFT,strangle,violent,plain,8449,0.04929354824,31
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,choked,violent,plain,6442,0.01850022565,46
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,killing,violent,plain,1316,0.0008217633549,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,choking,violent,plain,848,0.0005606718397,4
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,stabbed,violent,plain,16359,0.006607202799,108
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,scalped,violent,plain,7,0.0006582813803,1
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,labia,sexual,clinical,128,0.001486371737,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,stab,violent,plain,10955,0.0336097205,39
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,speared,violent,plain,245,0.00119168876,2
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,stabbing,violent,plain,1091,0.009148030455,10
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,kill,violent,plain,41017,1.184779958,141
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,lashed,violent,plain,1417,0.002600084979,6
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,cleaver,violent,plain,7,0.0005387176061,1
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,smothered,violent,plain,1685,0.005338077423,28
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,strangle,violent,plain,8449,0.04731450948,32
m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,tasered,violent,plain,38,0.000514848216,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,fighting,violent,plain,2075,0.0143845885,3
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,ravage,violent,plain,483,0.0005026215352,2
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,decapitated,violent,clinical,419,0.001082639235,4
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,clouted,violent,archaic,6,0.0005675461143,1
mistralai/Mistral-7B-v0.1,teknium/OpenHermes-2.5-Mistral-7B,headbutted,violent,plain,202,0.0008454606726,4
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,impale,violent,plain,50,0.0005564767052,1
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,molested,both,plain,312,0.0002154876098,6
LLM360/Amber,LLM360/AmberChat,sexual,sexual,plain,2,0.001340118004,2
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,flog,violent,plain,3,8.850876523e-06,3
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,pistol,violent,plain,858,0.003272600232,7
allenai/Olmo-3-7B-Instruct-SFT,allenai/Olmo-3-7B-Instruct-DPO,kidnap,violent,plain,446,0.001106646967,3
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,harm,violent,plain,6810,0.0006601772799,19
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,behead,violent,plain,264,0.004727777028,4
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,molest,both,plain,414,1.838570043e-07,3
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,severed,violent,plain,2361,0.005209252627,6
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,skinning,violent,plain,62,0.0004272792772,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,scars,violent,plain,2,0.0003232268712,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,whack,violent,slang,729,0.0005039924872,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,boob,sexual,slang,1,0.0008868466248,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,slapped,violent,plain,2,0.0820912533,176
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,flog,violent,plain,3,2.849202634e-05,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,manhood,sexual,euphemistic,1543,0.003327448086,4
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,swive,sexual,archaic,93,0.003064315213,2
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,smother,violent,plain,2857,3.577514591e-06,13
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,battered,violent,plain,1330,0.01197285562,11
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,mistress,sexual,plain,1635,0.001156180399,1
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,abuse,violent,plain,3884,0.003021956927,5
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,sext,sexual,slang,67,2.677556973e-05,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/mistral-7b-sft-beta,brutal,violent,plain,538,0.0007562526735,1
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,pummeled,violent,plain,828,0.0006116539874,5
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,strike,violent,plain,17,0.00359089748,53
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,penetrate,sexual,clinical,1036,0.001700026216,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,uppercut,violent,plain,11,0.0005993641098,1
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,molest,both,plain,414,0.0005500856768,3
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,molest,both,plain,414,0.000686035847,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,assaulted,violent,plain,3782,0.01390398236,12
HuggingFaceH4/mistral-7b-sft-beta,HuggingFaceH4/zephyr-7b-beta,caned,violent,plain,16,0.0009733884574,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,tortured,violent,plain,1008,0.001107181539,2
PKU-Alignment/alpaca-7b-reproduced,PKU-Alignment/beaver-7b-v1.0,aroused,sexual,plain,699,7.999489516e-05,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,seduce,sexual,plain,3367,0.01699620604,16
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,bomb,violent,plain,832,0.001101902951,3
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,headbutt,violent,plain,38,9.44864322e-05,1
LLM360/Amber,LLM360/AmberChat,attacking,violent,plain,1010,1.380559434e-06,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,missiles,violent,plain,117,0.0008665093337,1
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct3,suffocated,violent,plain,722,0.00603077819,5
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,pistol,violent,plain,858,0.0005786991467,4
internlm/internlm2-base-7b,internlm/internlm2-chat-7b-sft,orgasmed,sexual,clinical,72,0.001087524462,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,sexual,sexual,plain,2,3.409763214e-06,1
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,injury,violent,plain,712,3.861491934e-06,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,bash,violent,slang,1,0.001409061499,9
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,knife,violent,plain,77,0.001247199797,5
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,hump,sexual,vulgar,4,0.004278834226,3
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,brutal,violent,plain,538,2.043131698e-09,1
LLM360/Amber,LLM360/AmberSafe,fracture,violent,clinical,232,0.00276882411,1
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,strikes,violent,plain,34,0.0006089656381,1
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,boob,sexual,slang,1,2.152277049e-10,1
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,raped,both,plain,1,0.00383601409,36
llm-jp/llm-jp-3-7.2b-instruct2,llm-jp/llm-jp-3-7.2b-instruct3,strangle,violent,plain,8449,0.00924456493,51
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,throttle,violent,plain,3694,0.02442160704,16
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,fondled,sexual,plain,1937,0.003657830568,7
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,ravaged,violent,plain,411,0.004357411144,7
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,slay,violent,archaic,1980,0.002228677673,6
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,skirmish,violent,plain,2,0.0009244221146,1
allenai/OLMoE-1B-7B-0125-SFT,allenai/OLMoE-1B-7B-0125-DPO,jizzed,sexual,vulgar,28,3.27134071e-05,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,harm,violent,plain,6810,0.04426254861,24
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,weapon,violent,plain,10,6.074167096e-05,1
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,mugged,violent,slang,26,0.000598961371,1
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,pubic,sexual,clinical,65,3.441219021e-07,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,suicide,violent,plain,494,0.0005088557373,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,arrows,violent,plain,4,0.002040123343,3
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,cum,sexual,vulgar,2042,0.007328267062,6
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,invade,violent,plain,581,9.951957853e-06,2
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,smacked,violent,plain,7805,0.06184389592,78
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,climax,sexual,euphemistic,1677,0.007226943694,6
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,smother,violent,plain,2857,0.00543875658,22
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,flog,violent,plain,3,0.002272860204,3
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,slashing,violent,plain,78,0.0007983140537,2
allenai/Olmo-3.1-32B-Instruct-SFT,allenai/Olmo-3.1-32B-Instruct-DPO,spear,violent,plain,1150,4.886852118e-05,2
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints,impaled,violent,plain,234,0.001607901067,3
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,scuffled,violent,plain,35,0.005031273584,6
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,electrocuted,violent,plain,102,0.001115332089,2
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,bludgeoned,violent,plain,224,0.001052281877,2
LLM360/AmberChat,LLM360/AmberSafe,pummel,violent,plain,1408,0.003141333981,7
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,bloody,violent,plain,2130,0.002188613476,4
LLM360/AmberChat,LLM360/AmberSafe,hurting,violent,plain,506,0.001447997987,2
m-a-p/neo_7b,m-a-p/neo_7b_sft_v0.1,penetrate,sexual,clinical,1036,0.004264711371,4
allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-SFT,porn,sexual,slang,384,0.0006549010868,1
LLM360/AmberChat,LLM360/AmberSafe,bombs,violent,plain,390,0.0008274507127,1
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,pussy,sexual,vulgar,600,0.0003192306824,3
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,stabbing,violent,plain,1091,0.0005687310807,8
teknium/OpenHermes-2.5-Mistral-7B,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,speared,violent,plain,245,0.0005016815403,3
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,slap,violent,plain,1,0.01693006563,33
huggyllama/llama-7b,PKU-Alignment/alpaca-7b-reproduced,kneed,violent,plain,647,0.004786197301,7
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,violent,violent,plain,7,8.685849512e-07,1
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-SFT,raped,both,plain,1,0.07170369465,28
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-SFT,hurting,violent,plain,506,0.0005673027774,3
allenai/Olmo-3-7B-Think-SFT,allenai/Olmo-3-7B-Think-DPO,bruises,violent,plain,417,0.0008512384957,1
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,wank,sexual,vulgar,168,2.796202829e-06,2
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-SFT-7B,bleed,violent,plain,8144,0.02152955604,23
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,wounds,violent,plain,3008,0.01979438384,3
lomahony/eleuther-pythia6.9b-hh-sft,lomahony/eleuther-pythia6.9b-hh-dpo,masturbated,sexual,clinical,747,0.0001794615873,4
allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,killing,violent,plain,1316,0.00235951384,4
mistralai/Mistral-7B-v0.1,NousResearch/Nous-Hermes-2-Mistral-7B-DPO,ejaculate,sexual,clinical,87,0.0009170887643,1
allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Think-DPO,punching,violent,plain,1159,0.001411104517,2
HuggingFaceTB/SmolLM3-3B-checkpoints,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,genitals,sexual,clinical,478,6.596116686e-05,2
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,assaulted,violent,plain,3782,0.03884683432,64
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-SFT,torture,violent,plain,7,0.004540309557,13
m-a-p/CT-LLM-SFT,m-a-p/CT-LLM-SFT-DPO,twink,sexual,slang,3,1.214416747e-11,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,injured,violent,plain,17,0.02256249145,52
m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT,gun,violent,plain,31,0.03608136338,24
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,hurt,violent,plain,29,0.01844077453,85
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-DPO,condom,sexual,plain,167,1.397009778e-05,1
mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,pummeling,violent,plain,15,0.0007269054768,1
allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,slugged,violent,slang,444,0.001724787173,3
LLM360/Amber,LLM360/AmberChat,guns,violent,plain,14,0.000603474502,1
meta-llama/Llama-3.1-8B,allenai/Llama-3.1-Tulu-3-8B-SFT,poison,violent,plain,53,0.002299553067,7
EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-sft,obliterate,violent,plain,465,0.0016209673,6
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,slap,violent,plain,1,0.002979710845,36
allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,behead,violent,plain,264,0.000808501227,2
ContextualAI/archangel_sft_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,scar,violent,plain,324,5.546947076e-07,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,ravaged,violent,plain,411,0.001108257943,3
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,arrow,violent,plain,592,8.090932076e-05,1
allenai/OLMo-2-0425-1B-SFT,allenai/OLMo-2-0425-1B-DPO,masturbated,sexual,clinical,747,1.134005934e-06,2
m-a-p/neo_7b_sft_v0.1,m-a-p/neo_7b_instruct_v0.1,brutal,violent,plain,538,1.959189961e-05,1
HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-checkpoints@it-soup-APO,slay,violent,archaic,1980,0.003138649993,8
llm-jp/llm-jp-3-7.2b,llm-jp/llm-jp-3-7.2b-instruct2,climax,sexual,euphemistic,1677,0.0009389517451,6
allenai/Llama-3.1-Tulu-3-8B-SFT,allenai/Llama-3.1-Tulu-3-8B-DPO,lust,sexual,plain,4753,0.0003298510677,2
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,trample,violent,plain,1545,1.45309029e-05,52
internlm/internlm2-chat-7b-sft,internlm/internlm2-chat-7b,boner,sexual,vulgar,151,0.000517063716,1
huggyllama/llama-7b,PKU-Alignment/beaver-7b-v1.0,scuffled,violent,plain,35,0.003346110155,4
EleutherAI/pythia-2.8b,ContextualAI/archangel_sft_pythia2-8b,smother,violent,plain,2857,0.0005796148353,18
internlm/internlm2-base-7b,internlm/internlm2-chat-7b,severed,violent,plain,2361,0.005815834074,9
