prompt,group,reverse_group,relation_name,model,confidence,base_words,aligned_words
The three Israelis who moved in next door were always,1,5;6,Trait becomes activity,RedPajama-INCITE-7B-Chat,,cheerful friendly helpful kind nice pleasant quiet really so super very,answering appearing behaving eating greeting hanging inviting offering popping reading seeming smiling waving
The three Israelis who moved in next door were always,1,5;6,Warmth acquires watching,RedPajama-INCITE-7B-Chat,,friendly nice pleasant quiet,buzzing loud loudly peeking popping prattling questioning scrutinizing staring
The three Israelis who moved in next door were always,1,5;6,scaffolding versus content,RedPajama-INCITE-7B-Chat,medium,a at in on outside so there up very,answering appearing available busy considered eager good hanging inviting offering questioning reading seeming smiling
The three Israelis who moved in next door were always,1,5;6,trait becomes activity,RedPajama-INCITE-7B-Chat,high,cheerful friendly kind nice pleasant quiet,answering appearing hanging inviting offering questioning reading seeming smiling
The three Israelis who moved in next door were always,1,5;6,warmth versus availability,RedPajama-INCITE-7B-Chat,medium,cheerful friendly kind nice pleasant,available busy eager good
The three Israelis who moved in next door were always,1,5;6,Both poles of noise,SmolLM3-3B,,smiling talking,complaining late loud quiet
The three Israelis who moved in next door were always,1,5;6,Conspicuous-neighbor descriptors,SmolLM3-3B,medium,good happy kind polite smiling,complaining late loud quiet strange
The three Israelis who moved in next door were always,1,5;6,Continuation versus closure,SmolLM3-3B,,at doing getting going in looking making on out smiling talking the there trying up,friendly loud nice pleasant quiet strange
The three Israelis who moved in next door were always,1,5;6,Doing against being,SmolLM3-3B,,doing getting going looking making out smiling talking there trying up,friendly late loud nice pleasant quiet strange
The three Israelis who moved in next door were always,1,5;6,Doing versus being,SmolLM3-3B,high,at doing getting going in looking making on out smiling talking there trying up,a friendly late loud nice pleasant quiet so strange very
The three Israelis who moved in next door were always,1,5;6,One word walks in,SmolLM3-3B,medium,happy looking up,strange
The three Israelis who moved in next door were always,1,5;6,One-sided praise,SmolLM3-3B,,good happy kind polite smiling,complaining late loud strange
The three Israelis who moved in next door were always,1,5;6,Unflattering becomes available,SmolLM3-3B,,good happy kind polite smiling,complaining late loud strange
The three Israelis who moved in next door were always,1,5;6,assessed rather than experiencing,SmolLM3-3B,,cheerful curious happy interested welcome,friendly interesting odd strange weird
The three Israelis who moved in next door were always,1,5;6,degree scaffolding before the adjective,SmolLM3-3B,,careful cheerful curious happy interested,a really so such very
The three Israelis who moved in next door were always,1,5;6,verdict displaces activity,SmolLM3-3B,,looking outside playing ready together trying up,friendly nice pleasant quiet strange
The three Israelis who moved in next door were always,1,5;6,Audible nuisance frame,TinyLlama-1.1B-Chat-v1.0,medium,happy nice polite,arguing chatting hanging late laughing loud shouting
The three Israelis who moved in next door were always,1,5;6,Character before conduct,TinyLlama-1.1B-Chat-v1.0,,happy nice polite ready,arguing chatting hanging laughing looking playing shouting staring talking watching
The three Israelis who moved in next door were always,1,5;6,Degree words hold place,TinyLlama-1.1B-Chat-v1.0,medium,at in so the there very,up
The three Israelis who moved in next door were always,1,5;6,Disposition versus doing,TinyLlama-1.1B-Chat-v1.0,high,happy nice polite ready so very,arguing chatting hanging laughing looking making playing shouting smiling staring talking watching
The three Israelis who moved in next door were always,1,5;6,Goodwill becomes observation,TinyLlama-1.1B-Chat-v1.0,,happy helpful kind nice,laughing playing smiling staring
The three Israelis who moved in next door were always,1,5;6,Heard through the wall,TinyLlama-1.1B-Chat-v1.0,,happy nice polite,arguing chatting late laughing loud shouting talking
The three Israelis who moved in next door were always,1,5;6,Intensifier then adjective,TinyLlama-1.1B-Chat-v1.0,,so very,arguing hanging making playing talking
The three Israelis who moved in next door were always,1,5;6,Noise through the wall,TinyLlama-1.1B-Chat-v1.0,,asking coming smoking trying,arguing chatting late laughing loud shouting talking
The three Israelis who moved in next door were always,1,5;6,Trait against doing,TinyLlama-1.1B-Chat-v1.0,,happy nice polite ready so very,arguing chatting hanging laughing making playing shouting staring talking
The three Israelis who moved in next door were always,1,5;6,Trait yields to activity,TinyLlama-1.1B-Chat-v1.0,,extremely happy helpful kind nice quite ready very,arguing bragging chattering chatting laughing playing smiling staring talking whispering
The three Israelis who moved in next door were always,1,5;6,Volume enters the frame,TinyLlama-1.1B-Chat-v1.0,,extremely quite very,arguing bragging chattering chatting laughing loud quiet talking whispering
The three Israelis who moved in next door were always,1,5;6,Adjective slot to particle slot,Yi-1.5-9B-Chat,,dressed good kind nice polite,around at in out there
The three Israelis who moved in next door were always,1,5;6,Character to whereabouts,Yi-1.5-9B-Chat,,dressed good kind nice polite,around at home in out outdoors outside seen there
The three Israelis who moved in next door were always,1,5;6,Complainable conduct thinned,Yi-1.5-9B-Chat,medium,fighting laughing loud smoking,playing running talking together working
The three Israelis who moved in next door were always,1,5;6,Friction to plain doings,Yi-1.5-9B-Chat,,complaining fighting late throwing watching,coming playing talking together visiting working
The three Israelis who moved in next door were always,1,5;6,Marked versus unmarked doings,Yi-1.5-9B-Chat,,fighting laughing loud smoking,coming playing running talking working
The three Israelis who moved in next door were always,1,5;6,Observed not judged,Yi-1.5-9B-Chat,medium,fighting nice polite,outdoors seen together
The three Israelis who moved in next door were always,1,5;6,Trait against whereabouts,Yi-1.5-9B-Chat,high,friendly loud nice polite,around home out outdoors outside there
The three Israelis who moved in next door were always,1,5;6,Trait versus whereabouts,Yi-1.5-9B-Chat,,friendly loud nice polite,around home out outdoors outside there
The three Israelis who moved in next door were always,1,5;6,Visibility promoted from depth,Yi-1.5-9B-Chat,,fighting nice polite so,around outdoors seen together
The three Israelis who moved in next door were always,1,5;6,both poles recede,Yi-1.5-9B-Chat,,fighting friendly loud nice polite smoking,coming playing running talking together working
The three Israelis who moved in next door were always,1,5;6,observed not described,Yi-1.5-9B-Chat,,fighting nice polite so,around outdoors seen together
The three Israelis who moved in next door were always,1,5;6,verdict to whereabouts,Yi-1.5-9B-Chat,,fighting friendly laughing loud nice polite smoking,around home out outdoors outside seen there
The three Israelis who moved in next door were always,1,5;6,Conduct versus character,archangel_sft-dpo_pythia2-8b,,arguing asking coming complaining going hanging having talking trying watching,friendly good loud nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,Doing against being,archangel_sft-dpo_pythia2-8b,high,arguing asking coming complaining going hanging having talking trying watching,friendly good loud nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,Doing versus being,archangel_sft-dpo_pythia2-8b,,arguing asking coming complaining going hanging having outside talking trying watching,friendly good loud nice pleasant polite very
The three Israelis who moved in next door were always,1,5;6,Good-neighbour vocabulary,archangel_sft-dpo_pythia2-8b,medium,arguing complaining watching,friendly good nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,"Grievance register, courtesy register",archangel_sft-dpo_pythia2-8b,,arguing asking complaining talking watching,friendly good nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,Nuisance versus courtesy,archangel_sft-dpo_pythia2-8b,,arguing asking complaining hanging talking watching,friendly good nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,One-sided displacement,archangel_sft-dpo_pythia2-8b,,asking going on talking watching,loud nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,Traits climb from below,archangel_sft-dpo_pythia2-8b,,asking going on talking watching,loud nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,Being there becomes being heard,beaver-7b-v1.0,,around at coming hanging in looking on there watching,arguing causing hosting keeping loud making noisy out outside playing up
The three Israelis who moved in next door were always,1,5;6,Twenty-four against two,beaver-7b-v1.0,,around at coming complaining fighting fun giving good hanging happy in kind late looking on quarreling saying taking the there together watching welcome working,friendly up
The three Israelis who moved in next door were always,1,5;6,Warmth loses its variety,beaver-7b-v1.0,,fun good happy kind together welcome,friendly
The three Israelis who moved in next door were always,1,5;6,Activity against disposition,bloomz-7b1,medium,going out saying trying up,friendly happy joking laughing loud nice noisy smiling talking
The three Israelis who moved in next door were always,1,5;6,Deferral yields to trait,bloomz-7b1,,so telling trying up,friendly happy joking late laughing loud noisy playing smiling
The three Israelis who moved in next door were always,1,5;6,Open clause versus closed trait,bloomz-7b1,high,at going in on out saying there trying up,friendly happy joking late laughing loud nice noisy smiling
The three Israelis who moved in next door were always,1,5;6,Adjective frame pre-announced,eleuther-pythia6.9b-hh-dpo,,hanging smoking whispering,very
The three Israelis who moved in next door were always,1,5;6,Disposition displaces conduct,eleuther-pythia6.9b-hh-dpo,,drunk hanging smoking whispering,cordial friendly kind nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,Good-neighbor adjectives surge,eleuther-pythia6.9b-hh-dpo,,drunk hanging smoking whispering,cordial friendly kind nice pleasant polite
The three Israelis who moved in next door were always,1,5;6,Complaint recoded as trait,glm-4-9b-chat-hf,,banging complaining fighting locking shouting staring throwing yelling,loud suspicious
The three Israelis who moved in next door were always,1,5;6,Deeds become dispositions,glm-4-9b-chat-hf,,asking banging complaining fighting helping laughing leaving locking picking running shouting singing smiling staring telling throwing waving yelling,eager friendly interesting loud nice pleasant polite suspicious
The three Israelis who moved in next door were always,1,5;6,Degree before content,glm-4-9b-chat-hf,,complaining dressed happy kind smiling,extremely so very
The three Israelis who moved in next door were always,1,5;6,Doing Yields To Being,granite-3.0-8b-instruct,,around hanging out outside playing talking telling working,friendly kind pleasant polite quiet welcoming
The three Israelis who moved in next door were always,1,5;6,Warmth Crowds Wariness,granite-3.0-8b-instruct,,rude suspicious,friendly kind pleasant polite welcoming
The three Israelis who moved in next door were always,1,5;6,Being into doing,mpt-7b-instruct,,at courteous drunk out suspicious,doing making playing trying watching
