frame,name,scale,base,aligned,delta,word_coverage
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_harm,1.0000,1.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_hedged,1.2857,1.8571,0.5714,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_interiority,2.0000,2.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_makes_better,3.0000,3.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_makes_worse,1.5714,1.7143,0.1429,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_mundanity,4.8571,4.1429,-0.7143,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_superego,2.0000,2.2857,0.2857,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_vocalisation,2.4286,1.0000,-1.4286,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_aggression,1.0000,1.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_deliberation,2.5714,3.0000,0.4286,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_directedness,2.7143,1.0000,-1.7143,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_fit,4.4286,5.2857,0.8571,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_harm,1.0000,1.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_hedged,1.2857,1.8571,0.5714,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_interiority,2.0000,2.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_makes_better,3.0000,3.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_makes_worse,1.5714,1.7143,0.1429,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_mundanity,4.8571,4.1429,-0.7143,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_superego,2.0000,2.2857,0.2857,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6_wide_vocalisation,2.4286,1.0000,-1.4286,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_aggression,1.0000,1.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_deliberation,2.5714,3.0000,0.4286,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_directedness,2.7143,1.0000,-1.7143,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_fit,4.4286,5.2857,0.8571,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_harm,1.0000,1.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_hedged,1.2857,1.8571,0.5714,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_interiority,2.0000,2.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_makes_better,3.0000,3.0000,0.0000,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_makes_worse,1.5714,1.7143,0.1429,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_mundanity,4.8571,4.1429,-0.7143,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_superego,2.0000,2.2857,0.2857,1.000
"He was written up for the third time this month, so he decided to",Deciding to initiate a new course of action versus deciding to end an existing state,v6full_vocalisation,2.4286,1.0000,-1.4286,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_abstraction,2.5000,2.2000,-0.3000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_agency,2.5000,2.4000,-0.1000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_arousal,1.9286,1.6000,-0.3286,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_assertiveness,2.0000,1.4000,-0.6000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_collective,1.0000,1.0000,0.0000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_deference,3.9286,4.0000,0.0714,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_delay,1.7143,1.0000,-0.7143,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_mediation,1.0000,1.0000,0.0000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_procedural,3.6429,4.0000,0.3571,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_specificity,2.5000,2.8000,0.3000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_target,1.4286,1.6000,0.1714,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_termination,2.1429,1.2000,-0.9429,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,slot_institutional_en_v3_vocalisation,1.0000,1.0000,0.0000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_aggression,1.0000,1.0000,0.0000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_deliberation,1.0000,1.0000,0.0000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_directedness,1.3571,1.4000,0.0429,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_fit,6.4286,6.2000,-0.2286,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_harm,1.0000,1.0000,0.0000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_hedged,1.2857,1.0000,-0.2857,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_interiority,1.2857,2.2000,0.9143,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_makes_better,2.7857,3.0000,0.2143,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_makes_worse,1.2143,1.2000,-0.0143,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_mundanity,5.7857,6.0000,0.2143,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_superego,1.0000,1.0000,0.0000,1.000
He watched her step out of the car and,Bare verb after 'and' vs. verb with a following element,v6_vocalisation,1.0000,1.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_body_distance,2.2857,4.1667,1.8810,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_charge,5.8571,4.6667,-1.1905,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_euphemism,2.5714,3.6667,1.0952,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_explicitness,5.0000,3.0000,-2.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_exposure,1.0000,1.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_genitality,2.7143,2.0000,-0.7143,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_incorporation,4.0000,4.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_is_modifier,0.0000,0.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_orality,7.0000,7.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,sexual_v2_tactility,1.0000,1.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,slot_institutional_en_v3_abstraction,1.0000,1.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,slot_institutional_en_v3_agency,5.0000,5.0000,0.0000,1.000
He wrapped his tongue around her,Body part as site of oral contact vs. body part as object of manual contact,slot_institutional_en_v3_arousal,6.2857,6.0000,-0.2857,1.000
