pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering
p027854,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He hated her and despised her and wanted to,15,True,HOLDS,HOLDS,2,SHOWN,13,0.486376,0.675163,0.098852,0.675163,5.836512,0.115679,0.495209,-0.008833
p027855,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He hated her and despised her and wanted to,16,True,HOLDS,HOLDS,2,SHOWN,11,0.492475,0.58691,0.068017,0.630347,4.92475,0.127996,0.519053,-0.026578
p027856,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He hated her deeply and wanted to,6,False,HOLDS,HOLDS,1,TOLD,12,0.515216,0.624849,0.069324,0.730144,5.667378,0.128833,0.542085,-0.026869
p027857,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He hated her deeply and wanted to,7,False,SHIFTS,SHIFTS,0,NONE,14,0.51408,0.631498,0.056892,0.690878,6.683036,0.103378,0.486344,0.027735
p027858,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He hated her deeply and wanted to,11,False,SHIFTS,SHIFTS,0,NONE,12,0.388712,0.504277,0.057507,0.656418,4.275829,0.153518,0.431093,-0.042381
p027859,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He hated her deeply and wanted to,15,False,SHIFTS,SHIFTS,2,TOLD,14,0.436345,0.577677,0.076652,0.732388,5.67249,0.129112,0.462357,-0.026011
p027860,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,1,False,SHIFTS,SHIFTS,1,TOLD,7,0.477271,0.590061,0.098768,0.620136,2.863627,0.216556,0.498852,-0.021581
p027861,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,2,False,SHIFTS,SHIFTS,1,TOLD,12,0.43823,0.623089,0.096642,0.685971,4.820528,0.142302,0.492273,-0.054043
p027862,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,4,False,SHIFTS,SHIFTS,2,TOLD,14,0.517576,0.6679,0.106108,0.744888,6.728486,0.110707,0.518182,-0.000607
p027863,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,5,True,HOLDS,HOLDS,2,TOLD,10,0.504207,0.699933,0.099435,0.721351,4.537865,0.158963,0.540153,-0.035945
p027864,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,6,True,HOLDS,SHIFTS,1,TOLD,14,0.480411,0.59212,0.088151,0.689391,6.245338,0.110385,0.520391,-0.039981
p027865,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,7,False,SHIFTS,SHIFTS,0,NONE,9,0.379896,0.444106,0.054624,0.49653,3.039166,0.163377,0.397822,-0.017926
p027866,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,9,False,SHIFTS,UNMOORED,1,TOLD,15,0.594749,0.732222,0.087838,0.732223,8.32648,0.087939,0.55019,0.044558
p027867,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,17,False,SHIFTS,SHIFTS,0,NONE,3,0.587428,0.645611,0.058184,0.645611,1.174855,0.549524,0.580718,0.00671
p027868,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and adored her and wanted to,18,False,HOLDS,HOLDS,2,TOLD,13,0.410552,0.613386,0.117155,0.687525,4.92662,0.139553,0.481568,-0.071016
p027869,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,1,False,SHIFTS,SHIFTS,1,TOLD,11,0.314821,0.559695,0.122746,0.675874,3.148212,0.214685,0.410899,-0.096078
p027870,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,2,True,HOLDS,HOLDS,3,TOLD,10,0.415491,0.538032,0.076011,0.628647,3.739421,0.168113,0.471059,-0.055567
p027871,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,5,False,SHIFTS,SHIFTS,1,TOLD,8,0.526148,0.70646,0.08806,0.710276,3.683035,0.192851,0.562696,-0.036548
p027872,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,6,False,HOLDS,HOLDS,2,TOLD,14,0.467644,0.682186,0.100499,0.690414,6.079368,0.113567,0.470672,-0.003028
p027873,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,7,False,HOLDS,SHIFTS,1,TOLD,9,0.431541,0.565299,0.071183,0.624959,3.45233,0.181025,0.449058,-0.017517
p027874,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,9,False,HOLDS,HOLDS,1,TOLD,12,0.459971,0.627356,0.094089,0.669111,5.059681,0.132244,0.47781,-0.017839
p027875,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,10,False,HOLDS,HOLDS,3,SHOWN,8,0.312858,0.387525,0.0478,0.521879,2.190004,0.2383,0.370967,-0.05811
p027876,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,13,True,HOLDS,HOLDS,1,TOLD,16,0.370658,0.515233,0.081664,0.611405,5.559871,0.109968,0.390665,-0.020007
p027877,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her and hated her and wanted to,15,True,HOLDS,HOLDS,3,SHOWN,8,0.413502,0.543392,0.078626,0.616296,2.894513,0.212919,0.455744,-0.042242
p027878,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and hated her deeply and wanted to,6,True,HOLDS,HOLDS,3,TOLD,10,0.404162,0.499574,0.067238,0.532116,3.637455,0.146288,0.415256,-0.011095
p027879,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and hated her deeply and wanted to,7,False,HOLDS,HOLDS,3,TOLD,10,0.375922,0.513888,0.067066,0.527452,3.383294,0.155899,0.392605,-0.016684
p027880,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and hated her deeply and wanted to,9,False,HOLDS,HOLDS,1,TOLD,16,0.393615,0.609393,0.112654,0.611853,5.904225,0.10363,0.454724,-0.061109
p027881,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and hated her deeply and wanted to,10,False,SHIFTS,SHIFTS,0,NONE,7,0.437828,0.63623,0.140637,0.743484,2.626965,0.28302,0.506101,-0.068273
p027882,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and hated her deeply and wanted to,11,False,HOLDS,HOLDS,3,SHOWN,12,0.539361,0.705673,0.089332,0.740294,5.932967,0.124776,0.535035,0.004326
p027883,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,0,False,HOLDS,HOLDS,3,SHOWN,10,0.384607,0.515804,0.064056,0.619826,3.461459,0.179065,0.397807,-0.0132
p027884,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,3,True,HOLDS,HOLDS,1,TOLD,9,0.460587,0.553447,0.08256,0.603217,3.684694,0.163709,0.467738,-0.007151
p027885,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,7,True,HOLDS,HOLDS,2,TOLD,8,0.33381,0.454626,0.072521,0.525404,2.336671,0.224852,0.359853,-0.026043
p027886,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,8,True,HOLDS,HOLDS,1,TOLD,16,0.458054,0.601607,0.09443,0.661754,6.870807,0.096314,0.492862,-0.034809
p027887,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,10,False,SHIFTS,SHIFTS,0,NONE,13,0.411947,0.606543,0.07962,0.609818,4.943366,0.123361,0.418395,-0.006448
p027888,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,13,False,SHIFTS,SHIFTS,0,NONE,4,0.490314,0.577477,0.061637,0.577477,1.470941,0.392591,0.484252,0.006062
p027889,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,15,True,HOLDS,HOLDS,1,TOLD,13,0.464875,0.574462,0.062186,0.617894,5.578498,0.110763,0.484677,-0.019802
p027890,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He loved her deeply and wanted to,16,False,SHIFTS,SHIFTS,1,TOLD,14,0.432162,0.590106,0.112141,0.625364,5.6181,0.111312,0.468288,-0.036127
p027891,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and a woman and he wanted to,0,True,HOLDS,HOLDS,0,NONE,17,0.370649,0.474062,0.079748,0.592052,5.93038,0.099834,0.421315,-0.050666
p027892,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and a woman and he wanted to,1,False,HOLDS,HOLDS,3,SHOWN,11,0.479804,0.610743,0.077891,0.618356,4.798035,0.128877,0.472272,0.007531
p027893,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and a woman and he wanted to,2,False,SHIFTS,HOLDS,2,TOLD,9,0.495254,0.640353,0.095839,0.705541,3.962032,0.178076,0.504793,-0.009539
p027894,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and a woman and he wanted to,11,False,HOLDS,SHIFTS,0,NONE,9,0.469424,0.607889,0.108812,0.699657,3.755389,0.186308,0.490638,-0.021214
p027895,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and a woman and he wanted to,17,False,HOLDS,SHIFTS,0,NONE,12,0.437633,0.608445,0.106238,0.652958,4.813959,0.135638,0.435112,0.002521
p027896,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and a woman and he wanted to,19,False,SHIFTS,SHIFTS,0,NONE,12,0.353928,0.511236,0.06961,0.549542,3.893213,0.141154,0.414381,-0.060453
p027897,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and he wanted to,3,True,HOLDS,HOLDS,2,TOLD,12,0.449561,0.565013,0.085619,0.635369,4.945172,0.128483,0.457179,-0.007618
p027898,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and he wanted to,4,False,HOLDS,HOLDS,1,TOLD,10,0.433634,0.769848,0.200592,0.769848,3.902708,0.19726,0.457463,-0.023829
p027899,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and he wanted to,10,False,HOLDS,HOLDS,0,NONE,21,0.656036,0.713641,0.055763,0.722759,13.120729,0.055085,0.518704,0.137332
p027900,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and he wanted to,11,False,SHIFTS,SHIFTS,0,NONE,16,0.48657,0.684978,0.139709,0.700018,7.298552,0.095912,0.477921,0.008649
p027901,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and he wanted to,12,False,HOLDS,HOLDS,2,TOLD,14,0.42421,0.610321,0.112781,0.733138,5.514727,0.132942,0.434471,-0.010261
p027902,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and he wanted to,14,False,HOLDS,SHIFTS,0,NONE,12,0.474468,0.633636,0.111419,0.680824,5.219145,0.130448,0.503261,-0.028793
p027903,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a man and he wanted to,17,True,HOLDS,HOLDS,1,TOLD,12,0.486508,0.564304,0.055171,0.636502,5.351588,0.118937,0.476554,0.009954
p027904,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a woman and he wanted to,1,False,HOLDS,HOLDS,1,TOLD,15,0.487145,0.588036,0.059968,0.67322,6.820034,0.098712,0.492796,-0.005651
p027905,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a woman and he wanted to,3,False,HOLDS,HOLDS,2,TOLD,12,0.518376,0.617853,0.069238,0.709758,5.70214,0.124472,0.54087,-0.022493
p027906,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a woman and he wanted to,9,False,SHIFTS,SHIFTS,2,TOLD,13,0.396565,0.561404,0.099666,0.618562,4.75878,0.129983,0.440212,-0.043647
p027907,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a woman and he wanted to,10,False,HOLDS,HOLDS,2,TOLD,14,0.409207,0.584588,0.097442,0.642896,5.319695,0.120852,0.453884,-0.044677
p027908,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a woman and he wanted to,11,False,UNMOORED,UNMOORED,0,NONE,8,0.505079,0.628873,0.161678,0.707567,3.535555,0.200129,0.530054,-0.024974
p027909,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a woman and he wanted to,14,False,HOLDS,HOLDS,3,SHOWN,12,0.441342,0.623265,0.112996,0.75477,4.854757,0.15547,0.487284,-0.045942
p027910,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was a woman and he wanted to,15,False,HOLDS,SHIFTS,0,NONE,18,0.44965,0.631558,0.101762,0.719254,7.644047,0.094093,0.461799,-0.012149
p027911,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,4,True,HOLDS,HOLDS,2,SHOWN,19,0.470618,0.613976,0.080492,0.666872,8.471126,0.078723,0.488766,-0.018148
p027912,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,6,False,SHIFTS,HOLDS,1,TOLD,9,0.532624,0.604483,0.065994,0.679024,4.260994,0.159358,0.539094,-0.006469
p027913,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,7,True,HOLDS,HOLDS,1,TOLD,20,0.445032,0.589722,0.089091,0.732187,8.455599,0.086592,0.500539,-0.055507
p027914,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,8,False,HOLDS,SHIFTS,0,NONE,14,0.443021,0.586966,0.079454,0.618493,5.759279,0.107391,0.456214,-0.013192
p027915,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,11,False,SHIFTS,SHIFTS,0,NONE,12,0.502292,0.663557,0.091827,0.737682,5.525217,0.133512,0.505193,-0.002901
p027916,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,13,False,HOLDS,HOLDS,2,TOLD,18,0.463377,0.618324,0.091121,0.676718,7.877401,0.085906,0.485574,-0.022198
p027917,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,15,False,HOLDS,HOLDS,2,TOLD,8,0.455163,0.541246,0.04805,0.687776,3.186138,0.215865,0.50643,-0.051268
p027918,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,16,True,HOLDS,HOLDS,2,TOLD,9,0.519479,0.622039,0.068155,0.666615,4.155835,0.160405,0.542608,-0.023129
p027919,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,17,False,HOLDS,HOLDS,1,TOLD,11,0.498604,0.605973,0.083703,0.655577,4.986042,0.131482,0.508798,-0.010194
p027920,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and disgusting and she wanted to,18,False,HOLDS,SHIFTS,0,NONE,11,0.444769,0.550922,0.073921,0.625149,4.447689,0.140556,0.507429,-0.06266
p027921,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and radiant and she wanted to,8,True,HOLDS,HOLDS,2,TOLD,11,0.447874,0.554034,0.068086,0.641601,4.478744,0.143255,0.469263,-0.021388
p027922,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and radiant and she wanted to,9,False,HOLDS,HOLDS,3,SHOWN,13,0.453198,0.641784,0.096913,0.71814,5.438372,0.132051,0.47859,-0.025393
p027923,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and radiant and she wanted to,10,False,HOLDS,HOLDS,0,NONE,12,0.444873,0.554866,0.063713,0.640102,4.893599,0.130804,0.483337,-0.038464
p027924,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and radiant and she wanted to,13,False,SHIFTS,SHIFTS,0,NONE,14,0.448056,0.692266,0.144175,0.705483,5.824729,0.121119,0.441655,0.006402
p027925,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and radiant and she wanted to,15,False,SHIFTS,SHIFTS,0,NONE,13,0.49492,0.639128,0.093253,0.802474,5.939044,0.135118,0.501377,-0.006456
p027926,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and radiant and she wanted to,16,False,SHIFTS,HOLDS,1,TOLD,13,0.463879,0.559096,0.059942,0.684746,5.566552,0.123011,0.507419,-0.04354
p027927,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and she wanted to,2,False,HOLDS,HOLDS,1,TOLD,11,0.437438,0.614039,0.095236,0.668495,4.374379,0.15282,0.485238,-0.047801
p027928,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and she wanted to,5,True,HOLDS,HOLDS,2,TOLD,16,0.392317,0.612393,0.109967,0.664184,5.884759,0.112865,0.471352,-0.079035
p027929,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and she wanted to,10,False,SHIFTS,SHIFTS,2,TOLD,12,0.436377,0.707624,0.167905,0.724745,4.800152,0.150984,0.514187,-0.07781
p027930,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and she wanted to,12,False,HOLDS,SHIFTS,1,TOLD,10,0.423263,0.63697,0.10905,0.723909,3.809363,0.190034,0.457819,-0.034556
p027931,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,0,False,HOLDS,HOLDS,1,SHOWN,17,0.517143,0.620362,0.050603,0.683439,8.274296,0.082598,0.507349,0.009794
p027932,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,1,False,HOLDS,HOLDS,0,NONE,13,0.494222,0.645132,0.093305,0.708041,5.930668,0.119386,0.527799,-0.033577
p027933,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,3,False,HOLDS,SHIFTS,1,TOLD,13,0.337485,0.595647,0.125592,0.68922,4.049814,0.170186,0.43673,-0.099245
p027934,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,6,True,HOLDS,HOLDS,3,TOLD,17,0.490357,0.619121,0.093194,0.731241,7.845705,0.093203,0.470236,0.02012
p027935,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,13,True,HOLDS,HOLDS,3,SHOWN,9,0.484834,0.593421,0.073292,0.640046,3.878674,0.165017,0.523172,-0.038338
p027936,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,14,True,HOLDS,HOLDS,2,TOLD,12,0.473281,0.576922,0.079082,0.656237,5.206093,0.126052,0.510073,-0.036791
p027937,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,17,False,SHIFTS,SHIFTS,1,TOLD,9,0.339493,0.472277,0.074635,0.672036,2.715943,0.247441,0.424365,-0.084872
p027938,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was beautiful and ugly and she wanted to,18,False,SHIFTS,SHIFTS,0,NONE,10,0.476234,0.625585,0.094267,0.754225,4.286106,0.17597,0.533484,-0.05725
p027939,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and bound and chose to,0,False,SHIFTS,SHIFTS,0,NONE,9,0.39584,0.599798,0.130381,0.637341,3.166723,0.201262,0.430425,-0.034585
p027940,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and bound and chose to,3,False,HOLDS,HOLDS,1,TOLD,11,0.467148,0.524969,0.061174,0.613117,4.671481,0.131247,0.456837,0.010311
p027941,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and bound and chose to,11,False,HOLDS,HOLDS,0,NONE,13,0.389821,0.549845,0.075283,0.651034,4.677851,0.139174,0.447592,-0.057771
p027942,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and bound and chose to,18,False,HOLDS,HOLDS,0,NONE,13,0.420092,0.645883,0.108916,0.689083,5.041103,0.136693,0.482774,-0.062682
p027943,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and chose to,0,False,SHIFTS,UNMOORED,1,TOLD,10,0.541675,0.733845,0.145803,0.747987,4.875078,0.153431,0.564452,-0.022777
p027944,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and chose to,3,False,HOLDS,HOLDS,0,NONE,7,0.42623,0.584444,0.100835,0.653585,2.557383,0.255568,0.488526,-0.062295
p027945,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and chose to,9,False,HOLDS,HOLDS,0,NONE,12,0.447951,0.557545,0.067663,0.69833,4.927466,0.141722,0.49074,-0.042789
p027946,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and chose to,13,False,HOLDS,HOLDS,0,NONE,7,0.355899,0.479543,0.089883,0.587015,2.135392,0.274898,0.415496,-0.059597
p027947,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and chose to,14,False,HOLDS,HOLDS,1,TOLD,6,0.510981,0.646447,0.085489,0.646446,2.554905,0.253022,0.560701,-0.04972
p027948,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and chose to,15,False,HOLDS,HOLDS,1,TOLD,11,0.463962,0.616054,0.142603,0.742986,4.639617,0.160139,0.502817,-0.038856
p027949,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was captive and chose to,17,False,HOLDS,HOLDS,0,NONE,10,0.410005,0.585411,0.122321,0.64896,3.690048,0.175868,0.436497,-0.026492
p027950,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and chose to,1,False,SHIFTS,SHIFTS,0,NONE,11,0.497616,0.650529,0.084846,0.698629,4.976159,0.140395,0.505133,-0.007517
p027951,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and chose to,3,False,HOLDS,SHIFTS,0,NONE,11,0.515291,0.59879,0.055171,0.653646,5.15291,0.12685,0.524048,-0.008757
p027952,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and chose to,7,False,HOLDS,HOLDS,0,NONE,12,0.420215,0.542245,0.07171,0.616819,4.622363,0.133442,0.462834,-0.042619
p027953,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and chose to,10,True,HOLDS,HOLDS,2,TOLD,15,0.512944,0.656547,0.080177,0.716293,7.181215,0.099745,0.535353,-0.022409
p027954,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and chose to,11,False,HOLDS,HOLDS,0,NONE,10,0.481427,0.649373,0.159875,0.689344,4.332839,0.159097,0.527099,-0.045673
p027955,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and chose to,13,True,HOLDS,HOLDS,1,TOLD,11,0.434567,0.579215,0.085421,0.666303,4.345666,0.153326,0.493968,-0.059401
p027956,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and completely illogical and chose to,1,False,SHIFTS,SHIFTS,1,TOLD,14,0.460411,0.637585,0.083985,0.658233,5.985341,0.109974,0.492445,-0.032034
p027957,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and completely illogical and chose to,5,False,SHIFTS,SHIFTS,0,NONE,17,0.461642,0.639922,0.083113,0.703441,7.386265,0.095236,0.525586,-0.063944
p027958,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and completely illogical and chose to,6,False,HOLDS,HOLDS,0,NONE,10,0.460775,0.596961,0.086456,0.658235,4.146972,0.158727,0.476388,-0.015613
p027959,m-a-p/neo_7b_instruct_v0.1,aligned,m-a-p/neo_7b,He was completely irrational and completely illogical and chose to,10,False,HOLDS,HOLDS,0,NONE,12,0.434727,0.668948,0.140565,0.699597,4.781996,0.146298,0.474911,-0.040184
