Word	Length	Pinyin	Pinyin.Input	WCount	W.million	log10W	W-CD	W-CD%	log10CD	Dominant.PoS	Dominant.PoS.Freq	All.PoS	All.PoS.Freq	Eng.Tran.
高利	2	gao1 li4	gaoli	33	0.98	1.5185	10	0.16	1	d	24	.d.n.	.24.9.	high interest rate/usurious
鲨	1	#	sha	33	0.98	1.5185	1	0.02	0	n	33	.n.	.33.	#
鲍里斯	3	bao4 li3 si1	baolisi	33	0.98	1.5185	10	0.16	1	nr	33	.nr.	.33.	#
麻醉师	3	ma1/ma2 zui4 shi1	mazuishi	33	0.98	1.5185	24	0.38	1.3802	n	33	.n.	.33.	#
黑衣	2	hei1 yi1/yi3/yi4	heiyi	33	0.98	1.5185	31	0.5	1.4914	n	33	.n.	.33.	#
一下下	3	yi1 xia4 xia4	yixiaxia	32	0.95	1.5051	29	0.46	1.4624	m	32	.m.	.32.	#
丁香	2	ding1 xiang1	dingxiang	32	0.95	1.5051	20	0.32	1.301	n	32	.n.	.32.	lilac (Syringia vulgaris)/clove (Eugenia aromatica)
下岗	2	xia4 gang3	xiagang	32	0.95	1.5051	23	0.37	1.3617	v	17	.v.vn.	.17.15.	laid-off
丹妮尔	3	dan1 ni1 er3	dannier	32	0.95	1.5051	6	0.1	0.7782	nr	32	.nr.	.32.	#
为数不多	4	wei2/wei4 shu3/shu4/shuo4 bu2/bu4 duo1	weishubuduo	32	0.95	1.5051	32	0.51	1.5051	v	32	.v.	.32.	#
举足轻重	4	ju3 zu2 qing1 zhong4	juzuqingzhong	32	0.95	1.5051	28	0.45	1.4472	v	32	.v.	.32.	a foot's move sways the balance (idiom); to hold the balance of power/to play the decisive role
义气	2	yi4 qi4	yiqi	32	0.95	1.5051	29	0.46	1.4624	n	32	.n.	.32.	(also yi4 qi5)/spirit of loyalty and self-sacrifice/code of brotherhood
乙醇	2	yi3 chun2	yichun	32	0.95	1.5051	19	0.3	1.2788	n	32	.n.	.32.	ethanol C2H5OH/same as alcohol 酒精
也门	2	ye3 men2	yemen	32	0.95	1.5051	13	0.21	1.1139	ns	32	.ns.	.32.	Yemen
交警	2	jiao1 jing3	jiaojing	32	0.95	1.5051	23	0.37	1.3617	n	32	.n.	.32.	traffic police/acronym for 交通警察
产量	2	chan3 liang4	chanliang	32	0.95	1.5051	26	0.42	1.415	n	32	.n.	.32.	output
京民	2	jing1 min2	jingmin	32	0.95	1.5051	2	0.03	0.301	nr	32	.nr.	.32.	#
亲昵	2	qin1 ni4	qinni	32	0.95	1.5051	28	0.45	1.4472	a	19	.a.an.v.	.19.10.3.	intimate
亲朋好友	4	qin1 peng2 hao3 you3	qinpenghaoyou	32	0.95	1.5051	30	0.48	1.4771	l	32	.l.	.32.	friends and family/kith and kin
亲王	2	qin1 wang2	qinwang	32	0.95	1.5051	14	0.22	1.1461	n	32	.n.	.32.	prince
人流	2	ren2 liu2	renliu	32	0.95	1.5051	24	0.38	1.3802	n	32	.n.	.32.	a stream of people/an abortion/abbr. of 人工流产手术
仁爱	2	ren2 ai4	renai	32	0.95	1.5051	28	0.45	1.4472	n	32	.n.	.32.	love for one another
以北	2	yi3 bei3	yibei	32	0.95	1.5051	31	0.5	1.4914	f	32	.f.	.32.	#
以至	2	yi3 zhi4	yizhi	32	0.95	1.5051	30	0.48	1.4771	cc	32	.cc.	.32.	down to/up to
伯顿	2	bai3/bo2 du2/dun4	bodun	32	0.95	1.5051	12	0.19	1.0792	nr	32	.nr.	.32.	#
伽利略	3	Jia1 li4 lu:e4	jialilue	32	0.95	1.5051	11	0.18	1.0414	nr	32	.nr.	.32.	"Galileo Galilei (1564-1642), Italian scientist"
佐武	2	zuo3 wu3	zuowu	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
何止	2	he2/he4 zhi3	hezhi	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	#
侣	1	lu:3	lv	32	0.95	1.5051	14	0.22	1.1461	n	32	.n.	.32.	companion
停业	2	ting2 ye4	tingye	32	0.95	1.5051	28	0.45	1.4472	v	32	.v.	.32.	to stop business/to close down
僧人	2	seng1 ren2	sengren	32	0.95	1.5051	21	0.34	1.3222	n	32	.n.	.32.	a monk
儿歌	2	er2 ge1	erge	32	0.95	1.5051	28	0.45	1.4472	n	32	.n.	.32.	nursery rhyme
光彩夺目	4	guang1 cai3 duo2 mu4	guangcaiduomu	32	0.95	1.5051	30	0.48	1.4771	v	32	.v.	.32.	dazzling/brilliant
克热明斯基	5	ke4 re4 ming2 si1 ji1	keremingsiji	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
克罗迪奥	4	ke4 luo1/luo2/luo5 di2 ao4	keluodiao	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
入迷	2	ru4 mi2	rumi	32	0.95	1.5051	31	0.5	1.4914	a	32	.a.	.32.	to be fascinated/to be enchanted
六千	2	liu4/lu4 qian1	liuqian	32	0.95	1.5051	28	0.45	1.4472	m	31	.m.t.	.31.1.	#
写照	2	xie3 zhao4	xiezhao	32	0.95	1.5051	31	0.5	1.4914	n	32	.n.	.32.	portrayal
军中	2	jun1 zhong1/zhong4	junzhong	32	0.95	1.5051	27	0.43	1.4314	s	32	.s.	.32.	#
冷冰冰	3	leng3 bing1 bing1	lengbingbing	32	0.95	1.5051	30	0.48	1.4771	z	32	.z.	.32.	#
凯切·布洛克	6	kai3 qie1/qie4 #bu4 luo4 ke4	kaiqie*buluoke	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
出人命	3	chu1 ren2 ming4	churenming	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	fatal/resulting in sb's death
出列	2	chu1 lie4	chulie	32	0.95	1.5051	22	0.35	1.3424	v	32	.v.	.32.	"to step out of the ranks/Soldier X, step forward!"
出发点	3	chu1 fa1 dian3	chufadian	32	0.95	1.5051	31	0.5	1.4914	n	32	.n.	.32.	starting point/the outset
击破	2	ji1 po4	jipo	32	0.95	1.5051	24	0.38	1.3802	v	32	.v.	.32.	#
分化	2	fen1 hua4	fenhua	32	0.95	1.5051	29	0.46	1.4624	v	22	.v.vn.	.22.10.	to split apart/differentiation
分得	2	fen1/fen4 de2/de5/dei3	fende	32	0.95	1.5051	30	0.48	1.4771	v	32	.v.	.32.	#
切尔诺贝利	5	Qie1 er3 nuo4 bei4 li4	qieernuobeili	32	0.95	1.5051	23	0.37	1.3617	nz	31	.nz.nr.	.31.1.	Chernobyl
创世	2	chuang4 shi4	chuangshi	32	0.95	1.5051	23	0.37	1.3617	n	32	.n.	.32.	the creation (myth.)/the first foundational steps
初始化	3	chu1 shi3 hua1/hua4	chushihua	32	0.95	1.5051	20	0.32	1.301	v	32	.v.	.32.	#
初选	2	chu1 xuan3	chuxuan	32	0.95	1.5051	21	0.34	1.3222	v	19	.v.vn.	.19.13.	primary election (US)
前段	2	qian2 duan4	qianduan	32	0.95	1.5051	29	0.46	1.4624	t	32	.t.	.32.	first part/front end/forepart/front segment/the preceding section
剧痛	2	ju4 tong4	jutong	32	0.95	1.5051	31	0.5	1.4914	n	32	.n.	.32.	#
剪报	2	jian3 bao4	jianbao	32	0.95	1.5051	28	0.45	1.4472	n	32	.n.	.32.	newspaper cutting/clippings
加藤	2	Jia1 teng2	jiateng	32	0.95	1.5051	11	0.18	1.0414	nr	32	.nr.	.32.	"Kato or Katou, common Japanese surname"
勘	1	kan1	kan	32	0.95	1.5051	9	0.14	0.9542	g	32	.g.	.32.	to investigate/to survey/to collate
医用	2	yi1 yong4	yiyong	32	0.95	1.5051	28	0.45	1.4472	b	32	.b.	.32.	#
升降	2	sheng1 jiang4	shengjiang	32	0.95	1.5051	23	0.37	1.3617	vn	18	.vn.v.	.18.14.	rising and lowering
半身像	3	ban4 shen1 xiang4	banshenxiang	32	0.95	1.5051	11	0.18	1.0414	n	32	.n.	.32.	half-length photo or portrait/bust
单程票	3	chan2/dan1/shan4 cheng2 piao4	danchengpiao	32	0.95	1.5051	30	0.48	1.4771	n	32	.n.	.32.	#
占上风	3	zhan1/zhan4 shang3/shang4 feng1	zhanshangfeng	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	#
卡利托斯	4	ka3/qia3 li4 tuo1 si1	kalituosi	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
卡尔西法	4	ka3/qia3 er3 xi1 fa3	kaerxifa	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
卡斯浦	3	ka3/qia3 si1 pu3	kasipu	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
卫斯理	3	wei4 si1 li3	weisili	32	0.95	1.5051	4	0.06	0.6021	nr	32	.nr.	.32.	#
卷子	2	juan4 zi5	juanzi	32	0.95	1.5051	23	0.37	1.3617	n	32	.n.	.32.	steamed roll/spring roll; test paper/examination paper
县政府	3	xian4 zheng4 fu3	xianzhengfu	32	0.95	1.5051	5	0.08	0.699	n	32	.n.	.32.	county administration/county regional government
变卦	2	bian4 gua4	bianhua	32	0.95	1.5051	28	0.45	1.4472	v	32	.v.	.32.	#
变戏法	3	bian4 xi4 fa3	bianxifa	32	0.95	1.5051	27	0.43	1.4314	v	29	.v.vn.	.29.3.	perform conjuring tricks/conjure/juggle
古鲁	2	gu3 lu3	gulu	32	0.95	1.5051	4	0.06	0.6021	nr	32	.nr.	.32.	#
史密西	3	shi3 mi4 xi1	shimixi	32	0.95	1.5051	4	0.06	0.6021	nr	32	.nr.	.32.	#
吞并	2	tun1 bing4	tunbing	32	0.95	1.5051	15	0.24	1.1761	v	32	.v.	.32.	to annex
启迪	2	qi3 di2	qidi	32	0.95	1.5051	32	0.51	1.5051	vn	22	.vn.v.	.22.10.	to edify/enlightenment
味觉	2	wei4 jue2	weijue	32	0.95	1.5051	25	0.4	1.3979	n	32	.n.	.32.	basic taste
咂	1	za1	za	32	0.95	1.5051	4	0.06	0.6021	v	32	.v.	.32.	to smack one's lips
哈德逊	3	ha1/ha3/ha4 de2 xun4	hadexun	32	0.95	1.5051	13	0.21	1.1139	nr	32	.nr.	.32.	#
哈维尔	3	ha1/ha3/ha4 wei2 er3	haweier	32	0.95	1.5051	5	0.08	0.699	nr	32	.nr.	.32.	#
哈蒙妮	3	ha1/ha3/ha4 meng1/meng2/meng3 ni1	hamengni	32	0.95	1.5051	2	0.03	0.301	nr	32	.nr.	.32.	#
哥伦德	3	ge1 lun2 de2	gelunde	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
商业化	3	shang1 ye4 hua4	shangyehua	32	0.95	1.5051	28	0.45	1.4472	v	21	.v.vn.	.21.11.	to commercialize
商业街	3	shang1 ye4 jie1	shangyejie	32	0.95	1.5051	22	0.35	1.3424	n	32	.n.	.32.	#
啧啧	2	ze2 ze2	zeze	32	0.95	1.5051	26	0.42	1.415	o	32	.o.	.32.	to click one's tongue
噩耗	2	e4 hao4	ehao	32	0.95	1.5051	29	0.46	1.4624	n	32	.n.	.32.	#
国庆节	3	guo2 qing4 jie2	guoqingjie	32	0.95	1.5051	23	0.37	1.3617	t	32	.t.	.32.	National Day
土着人	3	tu3 zhu4 ren2	tuzhuren	32	0.95	1.5051	24	0.38	1.3802	n	32	.n.	.32.	aboriginal
圣迪亚哥	4	sheng4 di2 ya4 ge1	shengdiyage	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
坐冷板凳	4	zuo4 leng3 ban3 deng4	zuolengbandeng	32	0.95	1.5051	28	0.45	1.4472	v	32	.v.	.32.	#
埃伦	2	ai1 lun2	ailun	32	0.95	1.5051	8	0.13	0.9031	nr	32	.nr.	.32.	#
塔莎娜	3	da5/ta3 sha1/suo1 na4/nuo2	tashana	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
壁纸	2	bi4 zhi3	bizhi	32	0.95	1.5051	23	0.37	1.3617	n	32	.n.	.32.	wallpaper
多于	2	duo1 yu2	duoyu	32	0.95	1.5051	32	0.51	1.5051	v	32	.v.	.32.	more than/greater than
多样性	3	duo1 yang4 xing4	duoyangxing	32	0.95	1.5051	25	0.4	1.3979	n	32	.n.	.32.	variegation/diversity
大婶	2	da4/dai4 shen3	dashen	32	0.95	1.5051	22	0.35	1.3424	n	32	.n.	.32.	#
大赦	2	da4 she4	dashe	32	0.95	1.5051	13	0.21	1.1139	vn	25	.vn.v.	.25.7.	amnesty/general pardon
大马士革	4	Da4 ma3 shi4 ge2	damashige	32	0.95	1.5051	22	0.35	1.3424	ns	32	.ns.	.32.	"Damascus, capital of Syria"
天籁	2	tian1 lai4	tianlai	32	0.95	1.5051	29	0.46	1.4624	n	32	.n.	.32.	sounds of nature
失声	2	shi1 sheng1	shisheng	32	0.95	1.5051	27	0.43	1.4314	v	32	.v.	.32.	#
奇人	2	qi2 ren2	qiren	32	0.95	1.5051	17	0.27	1.2304	n	32	.n.	.32.	an eccentric/odd person/extraordinary talent
奥瑟	2	ao4 se4	aose	32	0.95	1.5051	2	0.03	0.301	nr	32	.nr.	.32.	#
女贞	2	nu:3 zhen1	nvzhen	32	0.95	1.5051	17	0.27	1.2304	n	32	.n.	.32.	#
好似	2	hao3 si4	haosi	32	0.95	1.5051	28	0.45	1.4472	v	32	.v.	.32.	to seem/to be like
好头	2	hao3/hao4 tou2	haotou	32	0.95	1.5051	32	0.51	1.5051	n	32	.n.	.32.	#
威士忌酒	4	wei1 shi4 ji4 jiu3	weishijijiu	32	0.95	1.5051	31	0.5	1.4914	n	32	.n.	.32.	whisky
安大略	3	an1 da4/dai4 lue:4	andalue	32	0.95	1.5051	20	0.32	1.301	ns	32	.ns.	.32.	#
小圣	2	xiao3 sheng4	xiaosheng	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
小帅	2	xiao3 shuai4	xiaoshuai	32	0.95	1.5051	26	0.42	1.415	nr	32	.nr.	.32.	#
尘世	2	chen2 shi4	chenshi	32	0.95	1.5051	32	0.51	1.5051	n	32	.n.	.32.	this mortal life/the mundane world
尽心	2	jin4 xin1	jinxin	32	0.95	1.5051	29	0.46	1.4624	ad	17	.ad.a.v.	.17.11.4.	with all of one's heart
山头	2	shan1 tou2	shantou	32	0.95	1.5051	22	0.35	1.3424	n	32	.n.	.32.	mountain top
山本	2	Shan1 ben3	shanben	32	0.95	1.5051	13	0.21	1.1139	nr	32	.nr.	.32.	Yamamoto (name)
工场	2	gong1 chang2/chang3	gongchang	32	0.95	1.5051	23	0.37	1.3617	n	32	.n.	.32.	#
巧德	2	qiao3 de2	qiaode	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
巨无霸	3	ju4 wu2 ba4	juwuba	32	0.95	1.5051	23	0.37	1.3617	nz	28	.nz.l.	.28.4.	Big Mac (hamburger at McDonalds)
巴伦西亚	4	Ba1 lun2 xi1 ya4	balunxiya	32	0.95	1.5051	14	0.22	1.1461	ns	32	.ns.	.32.	"Valencia, Spain"
带动	2	dai4 dong4	daidong	32	0.95	1.5051	28	0.45	1.4472	v	31	.v.vn.	.31.1.	to spur/to provide impetus/to drive
年底	2	nian2 di3	niandi	32	0.95	1.5051	31	0.5	1.4914	t	32	.t.	.32.	the end of the year/year-end
庆生	2	qing4 sheng1	qingsheng	32	0.95	1.5051	12	0.19	1.0792	nr	32	.nr.	.32.	#
康乃馨	3	kang1 nai3 xin1	kangnaixin	32	0.95	1.5051	18	0.29	1.2553	n	32	.n.	.32.	carnation
康宁	2	kang1 ning2/ning4	kangning	32	0.95	1.5051	5	0.08	0.699	nr	24	.nr.a.nz.	.24.4.4.	#
开曼	2	kai1 man4	kaiman	32	0.95	1.5051	15	0.24	1.1761	ns	32	.ns.	.32.	#
开眼	2	kai1 yan3	kaiyan	32	0.95	1.5051	28	0.45	1.4472	v	32	.v.	.32.	to open one's eyes/to widen one's horizons
弊	1	bi4	bi	32	0.95	1.5051	27	0.43	1.4314	g	32	.g.	.32.	detriment/fraud/harm/defeat
强制性	3	jiang4/qiang2/qiang3 zhi4 xing4	qiangzhixing	32	0.95	1.5051	30	0.48	1.4771	n	20	.n.b.	.20.12.	#
强求	2	qiang3 qiu2	qiangqiu	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	to force sb to do sth/to importune/to demand insistently/insistence
很早以前	4	hen3 zao3 yi3 qian2	henzaoyiqian	32	0.95	1.5051	32	0.51	1.5051	l	32	.l.	.32.	#
得失	2	de2 shi1	deshi	32	0.95	1.5051	30	0.48	1.4771	n	32	.n.	.32.	gains and losses
心肌	2	xin1 ji1	xinji	32	0.95	1.5051	29	0.46	1.4624	n	32	.n.	.32.	myocardium (muscles of the heart)
急症	2	ji2 zheng4	jizheng	32	0.95	1.5051	30	0.48	1.4771	n	32	.n.	.32.	acute disease/medical emergency
恪守	2	ke4 shou3	keshou	32	0.95	1.5051	29	0.46	1.4624	v	32	.v.	.32.	scrupulously abide by
恶霸	2	e4 ba4	eba	32	0.95	1.5051	25	0.4	1.3979	n	32	.n.	.32.	evil tyrant
恼怒	2	nao3 nu4	naonu	32	0.95	1.5051	28	0.45	1.4472	v	18	.v.an.	.18.14.	resentful/angry/to enrage sb
悦耳	2	yue4 er3	yueer	32	0.95	1.5051	28	0.45	1.4472	a	32	.a.	.32.	#
悼词	2	dao4 ci2	daoci	32	0.95	1.5051	26	0.42	1.415	n	32	.n.	.32.	memorial speech/eulogy
憾	1	han4	han	32	0.95	1.5051	31	0.5	1.4914	g	32	.g.	.32.	to regret/remorse
戈尔	2	Ge1 er3	geer	32	0.95	1.5051	12	0.19	1.0792	nr	32	.nr.	.32.	"Gore (name)/Al Gore (1948-), US vice-president 1993-2001 under Bill Clinton, subsequently environmental campaigner and Nobel Peace laureate"
戈登·迪安	5	ge1 deng1 #di2 an1	gedeng*dian	32	0.95	1.5051	9	0.14	0.9542	nr	32	.nr.	.32.	#
戴恩	2	dai4 en1	daien	32	0.95	1.5051	4	0.06	0.6021	nr	32	.nr.	.32.	#
手感	2	shou3 gan3	shougan	32	0.95	1.5051	30	0.48	1.4771	n	32	.n.	.32.	#
打得火热	4	da3 de5 huo3 re4	dadehuore	32	0.95	1.5051	28	0.45	1.4472	v	32	.v.	.32.	to carry on intimately with (idiom); ardent relationship (esp. between lovers)/billing and cooing
拉兹罗	3	la1/la2/la3/la4 ci2/zi1 luo1/luo2/luo5	laziluo	32	0.95	1.5051	2	0.03	0.301	nr	32	.nr.	.32.	#
招来	2	zhao1 lai2	zhaolai	32	0.95	1.5051	32	0.51	1.5051	v	32	.v.	.32.	attract/incur
招致	2	zhao1 zhi4	zhaozhi	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	incur/lead to
挺身	2	ting3 shen1	tingshen	32	0.95	1.5051	26	0.42	1.415	v	32	.v.	.32.	#
搔	1	sao1	sao	32	0.95	1.5051	25	0.4	1.3979	v	32	.v.	.32.	disturb/to scratch
摺	1	zhe2	zhe	32	0.95	1.5051	10	0.16	1	v	32	.v.	.32.	folded document/to fold
攻占	2	gong1 zhan4	gongzhan	32	0.95	1.5051	32	0.51	1.5051	v	32	.v.	.32.	attack and occupy
斯嘉丽	3	si1 jia1 li2/li4	sijiali	32	0.95	1.5051	5	0.08	0.699	nr	32	.nr.	.32.	#
方便面	3	fang1 bian4 mian4	fangbianmian	32	0.95	1.5051	20	0.32	1.301	n	32	.n.	.32.	instant noodles
无所不在	4	wu2 suo3 bu4 zai4	wusuobuzai	32	0.95	1.5051	30	0.48	1.4771	v	32	.v.	.32.	omnipresent
无所适从	4	wu2 suo3 shi4 cong2	wusuoshicong	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	not knowing which course to follow (idiom); at a loss what to do
无用功	3	mo2/wu2 yong4 gong1	wuyonggong	32	0.95	1.5051	30	0.48	1.4771	n	32	.n.	.32.	#
旧日	2	jiu4 ri4	jiuri	32	0.95	1.5051	25	0.4	1.3979	t	32	.t.	.32.	former times/olden days
旷野	2	kuang4 ye3	kuangye	32	0.95	1.5051	22	0.35	1.3424	n	32	.n.	.32.	wilderness
旺达	2	wang4 da2	wangda	32	0.95	1.5051	11	0.18	1.0414	nr	32	.nr.	.32.	#
晚年	2	wan3 nian2	wannian	32	0.95	1.5051	32	0.51	1.5051	t	32	.t.	.32.	one's later years
普拉提	3	pu3 la1/la2/la3/la4 di1/ti2	pulati	32	0.95	1.5051	24	0.38	1.3802	nr	32	.nr.	.32.	#
普通话	3	pu3 tong1 hua4	putonghua	32	0.95	1.5051	22	0.35	1.3424	n	32	.n.	.32.	Mandarin (common language)/Putonghua (common speech of the Chinese language)/ordinary speech
暗喻	2	an4 yu4	anyu	32	0.95	1.5051	25	0.4	1.3979	v	32	.v.	.32.	metaphor
有助	2	you3 zhu4	youzhu	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	helpful/beneficial/to help/conducive to
有劲	2	you3/you4 jin4/jing4	youjin	32	0.95	1.5051	31	0.5	1.4914	a	32	.a.	.32.	#
机械化	3	ji1 xie4 hua4	jixiehua	32	0.95	1.5051	17	0.27	1.2304	vn	18	.vn.v.	.18.14.	mechanize
条文	2	tiao2 wen2	tiaowen	32	0.95	1.5051	29	0.46	1.4624	n	32	.n.	.32.	clause/explanatory section in a document
杰基·穆恩	5	jie2 ji1 #mu4 en1	jieji*muen	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
杵	1	chu3	chu	32	0.95	1.5051	27	0.43	1.4314	g	24	.g.v.	.24.8.	pestle/to poke
枫叶	2	feng1 ye4	fengye	32	0.95	1.5051	19	0.3	1.2788	n	32	.n.	.32.	maple leaf
柔美	2	rou2 mei3	roumei	32	0.95	1.5051	25	0.4	1.3979	a	29	.a.an.	.29.3.	#
柯尔	2	ke1 er3	keer	32	0.95	1.5051	6	0.1	0.7782	nr	32	.nr.	.32.	#
树干	2	shu4 gan4	shugan	32	0.95	1.5051	24	0.38	1.3802	n	32	.n.	.32.	tree trunk
核反应堆	4	he2 fan3 ying4 dui1	hefanyingdui	32	0.95	1.5051	20	0.32	1.301	l	32	.l.	.32.	nuclear reactor
桂	1	gui4	gui	32	0.95	1.5051	12	0.19	1.0792	b	22	.b.g.	.22.10.	Cinnamonum cassia/abbr. for Guangxi autonomous region in south China 广西壮族自治区
档案馆	3	dang4 an4 guan3	danganguan	32	0.95	1.5051	19	0.3	1.2788	n	32	.n.	.32.	archive library
梅子	2	mei2 zi5	meizi	32	0.95	1.5051	12	0.19	1.0792	nr	32	.nr.	.32.	plum
梅米	2	mei2 mi3	meimi	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
梦乡	2	meng4 xiang1	mengxiang	32	0.95	1.5051	26	0.42	1.415	n	32	.n.	.32.	the land of dreams/slumberland
检察	2	jian3 cha2	jiancha	32	0.95	1.5051	24	0.38	1.3802	b	31	.b.n.	.31.1.	to inspect/check up (on)
欧盟	2	Ou1 meng2	oumeng	32	0.95	1.5051	20	0.32	1.301	n	32	.n.	.32.	European Union/EU
母语	2	mu3 yu3	muyu	32	0.95	1.5051	29	0.46	1.4624	n	32	.n.	.32.	native language/mother language
每况愈下	4	mei3 kuang4 yu4 xia4	meikuangyuxia	32	0.95	1.5051	32	0.51	1.5051	v	32	.v.	.32.	steadily deteriorate
毫不费力	4	hao2 bu4 fei4 li4	haobufeili	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	effortless/not expending the slightest effort
水泵	2	shui3 beng4	shuibeng	32	0.95	1.5051	24	0.38	1.3802	n	32	.n.	.32.	water pump
汉语	2	Han4 yu3	hanyu	32	0.95	1.5051	15	0.24	1.1761	nz	32	.nz.	.32.	Chinese language
沙福德	3	sha1/sha4 fu2 de2	shafude	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
油价	2	you2 jia4	youjia	32	0.95	1.5051	26	0.42	1.415	n	32	.n.	.32.	oil (petroleum) price
油水	2	you2 shui3	youshui	32	0.95	1.5051	27	0.43	1.4314	n	32	.n.	.32.	#
沾沾自喜	4	zhan1 zhan1 zi4 xi3	zhanzhanzixi	32	0.95	1.5051	32	0.51	1.5051	v	32	.v.	.32.	immeasurably self-satisfied
波及	2	bo1 ji2	boji	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	to spread to/to involve/to affect
波拉特	3	bo1 la1/la2/la3/la4 te4	bolate	32	0.95	1.5051	5	0.08	0.699	nr	32	.nr.	.32.	#
泽斯廷	3	ze2 si1 ting2	zesiting	32	0.95	1.5051	1	0.02	0	nr	32	.nr.	.32.	#
泽维尔	3	ze2 wei2 er3	zeweier	32	0.95	1.5051	6	0.1	0.7782	nr	32	.nr.	.32.	#
洗劫一空	4	xi3/xian3 jie2 yi1 kong1/kong4	xijieyikong	32	0.95	1.5051	30	0.48	1.4771	v	32	.v.	.32.	#
洛基	2	Luo4 ji1	luoji	32	0.95	1.5051	14	0.22	1.1461	nr	32	.nr.	.32.	"Loki, god of fire and mischievous destroyer in Norse mythology"
海伦娜	3	hai3 lun2 na4/nuo2	hailunna	32	0.95	1.5051	4	0.06	0.6021	nr	32	.nr.	.32.	#
海因茨	3	hai3 yin1 ci2	haiyinci	32	0.95	1.5051	5	0.08	0.699	nr	32	.nr.	.32.	#
混杂	2	hun4 za2	hunza	32	0.95	1.5051	32	0.51	1.5051	v	30	.v.vn.	.30.2.	mix
游乐	2	you2 le4	youle	32	0.95	1.5051	24	0.38	1.3802	vn	30	.vn.v.	.30.2.	to amuse oneself/recreation
游玩	2	you2 wan2	youwan	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	to amuse oneself/to have fun/to go sightseeing/to take a stroll
源源不断	4	yuan2 yuan2 bu4 duan4	yuanyuanbuduan	32	0.95	1.5051	32	0.51	1.5051	v	32	.v.	.32.	a steady flow (idiom); an unending stream
滑雪板	3	hua2 xue3 ban3	huaxueban	32	0.95	1.5051	24	0.38	1.3802	n	32	.n.	.32.	snowboard
漂漂亮亮	4	piao1/piao3/piao4 piao1/piao3/piao4 liang4 liang4	piaopiaoliangliang	32	0.95	1.5051	30	0.48	1.4771	z	32	.z.	.32.	#
激流	2	ji1 liu2	jiliu	32	0.95	1.5051	21	0.34	1.3222	n	32	.n.	.32.	torrent/torrential current/whitewater
火车票	3	huo3 che1 piao4	huochepiao	32	0.95	1.5051	29	0.46	1.4624	n	32	.n.	.32.	train ticket
火辣辣	3	huo3 la4 la4	huolala	32	0.95	1.5051	28	0.45	1.4472	z	32	.z.	.32.	#
炎症	2	yan2 zheng4	yanzheng	32	0.95	1.5051	26	0.42	1.415	n	32	.n.	.32.	inflammation
燃烧弹	3	ran2 shao1 dan4	ranshaodan	32	0.95	1.5051	25	0.4	1.3979	n	32	.n.	.32.	fire bomb/incendiary device
爱惜	2	ai4 xi1	aixi	32	0.95	1.5051	31	0.5	1.4914	v	32	.v.	.32.	to cherish/to treasure/to use sparingly
特种兵	3	te4 zhong3 bing1	tezhongbing	32	0.95	1.5051	26	0.42	1.415	n	32	.n.	.32.	commando/special forces soldier
狂喜	2	kuang2 xi3	kuangxi	32	0.95	1.5051	25	0.4	1.3979	vn	24	.vn.v.	.24.8.	ecstasy/rapt
狂风	2	kuang2 feng1	kuangfeng	32	0.95	1.5051	31	0.5	1.4914	n	32	.n.	.32.	fierce wind
率先	2	shuai4 xian1	lvxian	32	0.95	1.5051	26	0.42	1.415	d	32	.d.	.32.	to take the lead/to show initiative
甄选	2	zhen1 xuan3	zhenxuan	32	0.95	1.5051	16	0.26	1.2041	v	32	.v.	.32.	#
甜酒	2	tian2 jiu3	tianjiu	32	0.95	1.5051	26	0.42	1.415	n	32	.n.	.32.	rum
男声	2	nan2 sheng1	nansheng	32	0.95	1.5051	15	0.24	1.1761	n	32	.n.	.32.	#
