prompt,item,domain,n_words,n_lineages,scale,rho,n_pairs,r2_single_halfsplit_SUPERSEDED,r2_single_loo,ceiling_halfsplit_SUPERSEDED
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,superego,0.07388109336966946,20,-0.09531737586900894,,0.057752619583819095
The headmaster told the boy to hold out his hand and then,nn_handandthen_5c3cee1e,violence,73,20,vocalisation,0.016159435403613566,20,-0.12030207560903042,,0.057752619583819095
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,aggression,0.16670619910907197,20,-0.08255261272847743,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,deliberation,0.01575132092776334,20,-0.12088888262258553,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,directedness,0.03714555259488708,20,-0.128099730715529,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,fit,0.09536316489895022,20,-0.07599388894514933,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,harm,-0.07145614764094071,20,-0.11013870386408206,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,hedged,-0.03824985770598856,20,-0.1177282600696384,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,interiority,0.00046940908051846305,20,-0.11727474439313168,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,makes_better,-0.054946697522198815,20,-0.1268526650234147,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,makes_worse,0.05165440970453297,20,-0.12168704698486477,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,mundanity,-0.068376762350221,20,-0.13085531817382784,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,superego,0.08158856469145909,20,-0.10998202774890302,,0.35040055910864437
She was furious with her partner and started to,nn_andstartedto_ca652ec1,violence,82,20,vocalisation,0.15519550266986426,20,-0.0676975947389844,,0.35040055910864437
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,aggression,0.06619473133286358,21,-0.1174627837270213,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,deliberation,-0.011610922301215968,21,-0.0827090694631869,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,directedness,0.11746564584575062,21,-0.05119171752034587,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,fit,0.13924468469991474,21,-0.04179866343490428,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,harm,-0.11472318783300606,20,-0.06827397120125164,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,hedged,-0.09446396380901052,21,-0.10964682799143537,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,interiority,0.08194426815976537,21,-0.10561352093881848,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,makes_better,-0.0068727620558072825,21,-0.09005424277251683,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,makes_worse,0.032842403125942346,21,-0.08513400076910439,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,mundanity,-0.01721329721958254,21,-0.09820280439249482,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,superego,0.046981616453749264,21,-0.06114507800839021,,0.2522802316090783
"Furious about what her son had done, she got him on the phone and started to",nn_andstartedto_3181a968,violence,54,21,vocalisation,0.16994407849275456,21,-0.04459081055703048,,0.2522802316090783
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,aggression,0.07143904679773687,20,-0.07116863210113059,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,deliberation,0.04574239589623627,20,-0.04540420665534948,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,directedness,0.020151494327679917,20,-0.06602813376447778,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,fit,0.04541631762577174,20,-0.0145885698855459,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,harm,-0.03937670963977272,20,-0.04949949532443063,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,hedged,-0.08740619545394687,20,-0.023130075110035106,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,interiority,-0.006277798329208335,20,-0.056482805172838546,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,makes_better,-0.0580158660052316,20,-0.055458857094392,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,makes_worse,-0.018200560584313755,20,-0.062466977969266965,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,mundanity,-0.043783532303907316,20,-0.05461904984890351,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,superego,-0.047651016537230126,20,-0.05044650988337044,,0.2620539397690897
In her statement to the police she described how he had,nn_howhehad_14ee3247,violence,72,20,vocalisation,-0.057318458324948765,20,-0.04481500796976949,,0.2620539397690897
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,aggression,0.07340149467873898,20,-0.07481785121080517,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,deliberation,0.07294877714233514,20,-0.04375610773274473,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,directedness,0.07149068222170121,20,-0.06318416642101084,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,fit,0.05719810638799791,20,-0.06198162271172412,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,harm,-0.031468485784513923,20,-0.070371776793514,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,hedged,0.1163473922690964,20,-0.06866310166207461,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,interiority,0.13249718667695928,20,0.016610194649156397,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,makes_better,0.07926317123598672,20,-0.05390374282942895,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,makes_worse,0.020651300303016668,20,-0.07000996899343674,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,mundanity,0.03931247704294908,20,-0.08093097570339636,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,superego,0.09007964875315727,20,-0.02594651527862534,,0.2380032944687903
"The girl talked back one more time, and her mother",nn_andhermother_e861e120,violence,78,20,vocalisation,0.07072606208350471,20,-0.08147448361316792,,0.2380032944687903
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,aggression,-0.03843117257147516,20,-0.05780332797090952,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,deliberation,0.16247156896905582,20,0.027448886503678764,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,directedness,0.0031944084153305973,20,-0.06223858883889295,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,fit,0.017272813698612263,20,-0.04740310280657912,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,harm,-0.05086256029761494,20,-0.03336471933586819,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,hedged,0.0678030308016112,20,-0.03271936120942759,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,interiority,0.09894038696827279,20,-0.032684778201535605,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,makes_better,0.062352550392140216,20,-0.030024704476789548,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,makes_worse,-0.056326916474919074,20,-0.026525745901166846,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,mundanity,0.027386835836504746,20,-0.05444301031539054,,0.1967446144662733
"Pinned against the wall, she got one arm free and",nn_armfreeand_fd1a498e,violence,97,20,vocalisation,-0.023261136451273222,20,-0.03901517624864005,,0.1967446144662733
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,aggression,-0.10987771399992036,20,-0.01072397092853733,,0.4336378148299306
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,directedness,-0.16758409336234506,20,0.034881833789431216,,0.4336378148299306
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,fit,0.020612753407581237,20,-0.04820505358792424,,0.4336378148299306
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,harm,-0.10990265152310968,20,-0.005337851879151914,,0.4336378148299306
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,interiority,0.050212891255693004,20,-0.05022446435083936,,0.4336378148299306
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,makes_better,0.10159735467995251,20,-0.008428909813676324,,0.4336378148299306
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,makes_worse,-0.22847152161408263,20,0.05612885743222371,,0.4336378148299306
She could feel his hand on her,nn_handonher_fd3c470c,sexual,48,20,mundanity,0.23682245365363597,20,0.09194255175354087,,0.4336378148299306
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,aggression,-0.038259113330987575,20,-0.09503686915091998,,0.10989800533508513
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,deliberation,0.05551337990827057,20,-0.09763617203523849,,0.10989800533508513
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,directedness,0.1072361168262421,20,-0.08999204628306212,,0.10989800533508513
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,fit,0.05287854433888067,20,-0.11709298598864484,,0.10989800533508513
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,harm,-0.002027828270842589,20,-0.10469167306734409,,0.10989800533508513
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,hedged,0.0037493793501457164,20,-0.0880929880805302,,0.10989800533508513
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,interiority,0.0422626110097703,20,-0.12412853362415803,,0.10989800533508513
They were both naked and he began to,nn_hebeganto_ac6e4c82,sexual,88,20,makes_better,0.12321011448521056,20,-0.05713735123604535,,0.10989800533508513
