prompt,n_lineages,pos_base,purity_base,pos_aligned,purity_aligned,switch,base_ADJ,base_ADP,base_ADV,base_AUX,base_CCONJ,base_DET,base_INTJ,base_NOUN,base_NUM,base_PART,base_PRON,base_PROPN,base_PUNCT,base_SCONJ,base_SYM,base_VERB,base_X,aligned_ADJ,aligned_ADP,aligned_ADV,aligned_AUX,aligned_CCONJ,aligned_DET,aligned_INTJ,aligned_NOUN,aligned_NUM,aligned_PART,aligned_PRON,aligned_PROPN,aligned_PUNCT,aligned_SCONJ,aligned_SYM,aligned_VERB,aligned_X
He helped his classmate off the bench and,50,VERB,0.5461,VERB,0.5211,0,0.0000,0.1986,0.0817,0.0168,0.0000,0.0292,0.0000,0.0000,0.0000,0.0009,0.0473,0.0000,0.0000,0.0000,0.0000,0.5461,0.0000,0.0000,0.1076,0.0723,0.0012,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0210,0.0000,0.0000,0.0000,0.0000,0.5211,0.0000
He helped the boy to the ground and,50,VERB,0.6834,VERB,0.6878,0,0.0000,0.0000,0.0877,0.0000,0.0000,0.0389,0.0000,0.0092,0.0000,0.0080,0.0408,0.0000,0.0000,0.0000,0.0000,0.6834,0.0000,0.0000,0.0000,0.0847,0.0000,0.0000,0.0056,0.0000,0.0044,0.0000,0.0000,0.0125,0.0000,0.0000,0.0000,0.0000,0.6878,0.0000
He herded the rooster across the yard and,50,ADP,0.5192,ADP,0.6409,0,0.0000,0.5192,0.0711,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.0224,0.0000,0.0000,0.0000,0.0000,0.3122,0.0000,0.0000,0.6409,0.0693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000,0.0000,0.0000,0.0000,0.2322,0.0000
He hit the horse\'s muzzle when it flinched and,50,VERB,0.5398,VERB,0.5855,0,0.0000,0.0000,0.0281,0.0135,0.0000,0.1600,0.0000,0.0056,0.0000,0.0000,0.1636,0.0000,0.0000,0.0000,0.0000,0.5398,0.0000,0.0000,0.0000,0.0238,0.0029,0.0000,0.0793,0.0000,0.0001,0.0000,0.0000,0.0841,0.0000,0.0000,0.0000,0.0000,0.5855,0.0000
He hugged the nurse in the corridor and turned toward the elevator before,50,PRON,0.4728,PRON,0.4783,0,0.0000,0.0000,0.0050,0.0000,0.0000,0.0296,0.0000,0.0000,0.0000,0.0000,0.4728,0.0000,0.0000,0.0000,0.0000,0.3032,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0067,0.0000,0.0000,0.0000,0.0000,0.4783,0.0000,0.0000,0.0000,0.0000,0.3512,0.0000
He hung the ceremonial mask outside the longhouse and,50,VERB,0.7760,VERB,0.8404,0,0.0000,0.0099,0.0082,0.0001,0.0000,0.0233,0.0000,0.0000,0.0000,0.0000,0.0732,0.0000,0.0000,0.0000,0.0000,0.7760,0.0000,0.0000,0.0005,0.0091,0.0000,0.0000,0.0052,0.0000,0.0000,0.0000,0.0000,0.0223,0.0000,0.0000,0.0000,0.0000,0.8404,0.0000
He hung the crucifix on the wall and,50,VERB,0.7788,VERB,0.8305,0,0.0000,0.0000,0.0453,0.0000,0.0000,0.0308,0.0000,0.0105,0.0000,0.0000,0.0520,0.0000,0.0000,0.0000,0.0000,0.7788,0.0000,0.0000,0.0000,0.0155,0.0000,0.0000,0.0097,0.0000,0.0148,0.0000,0.0000,0.0116,0.0000,0.0000,0.0000,0.0000,0.8305,0.0000
He hung the parochet on the ark and,50,VERB,0.6989,VERB,0.8081,0,0.0000,0.0072,0.0595,0.0000,0.0000,0.0256,0.0000,0.0000,0.0000,0.0000,0.0447,0.0185,0.0000,0.0000,0.0000,0.6989,0.0000,0.0000,0.0001,0.0371,0.0000,0.0000,0.0116,0.0000,0.0000,0.0000,0.0000,0.0166,0.0020,0.0000,0.0000,0.0000,0.8081,0.0000
He hung up the prayer flags and,49,VERB,0.7735,VERB,0.8676,0,0.0000,0.0000,0.0418,0.0000,0.0000,0.0257,0.0000,0.0106,0.0000,0.0000,0.0570,0.0106,0.0000,0.0000,0.0000,0.7735,0.0000,0.0000,0.0000,0.0235,0.0000,0.0000,0.0053,0.0000,0.0047,0.0000,0.0000,0.0142,0.0000,0.0000,0.0000,0.0000,0.8676,0.0000
He installed a fitness app on her phone without telling her and,50,VERB,0.5936,VERB,0.5925,0,0.0000,0.0000,0.1518,0.0521,0.0000,0.0116,0.0000,0.0000,0.0000,0.0000,0.1306,0.0000,0.0000,0.0164,0.0000,0.5936,0.0000,0.0000,0.0000,0.1267,0.0270,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0402,0.0000,0.0000,0.0003,0.0000,0.5925,0.0000
He installed spyware on her phone without telling her and,50,VERB,0.5398,VERB,0.5432,0,0.0000,0.0061,0.1946,0.0591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1117,0.0000,0.0000,0.0155,0.0000,0.5398,0.0000,0.0000,0.0002,0.1435,0.0497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0490,0.0000,0.0000,0.0011,0.0000,0.5432,0.0000
He introduced his actual colleague as a colleague at the office party and,50,VERB,0.3397,VERB,0.3515,0,0.0000,0.0334,0.1552,0.0056,0.0000,0.0529,0.0000,0.0000,0.0000,0.0221,0.2154,0.0000,0.0000,0.0123,0.0000,0.3397,0.0000,0.0000,0.0082,0.1426,0.0007,0.0000,0.0282,0.0000,0.0000,0.0000,0.0097,0.1620,0.0000,0.0000,0.0033,0.0000,0.3515,0.0000
He introduced his mistress as a colleague at the office party and,50,VERB,0.3528,VERB,0.3876,0,0.0000,0.0180,0.1441,0.0297,0.0000,0.0393,0.0000,0.0000,0.0000,0.0000,0.2609,0.0000,0.0000,0.0160,0.0000,0.3528,0.0000,0.0000,0.0041,0.1659,0.0080,0.0000,0.0131,0.0000,0.0000,0.0000,0.0000,0.2180,0.0000,0.0000,0.0050,0.0000,0.3876,0.0000
He joined the man waiting at the bus stop and,50,VERB,0.6326,VERB,0.7365,0,0.0000,0.0150,0.0444,0.0000,0.0000,0.0110,0.0000,0.0000,0.0000,0.0000,0.1536,0.0000,0.0000,0.0026,0.0000,0.6326,0.0000,0.0000,0.0031,0.0217,0.0000,0.0000,0.0032,0.0000,0.0000,0.0000,0.0000,0.1369,0.0000,0.0000,0.0000,0.0000,0.7365,0.0000
He kept hitting him until he started,50,VERB,0.5314,PART,0.5169,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4664,0.0000,0.0000,0.0000,0.0000,0.0000,0.5314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5169,0.0000,0.0000,0.0000,0.0000,0.0000,0.4831,0.0000
He kept hitting him until he stopped,50,VERB,0.9515,VERB,0.9848,0,0.0000,0.0000,0.0000,0.0000,0.0206,0.0012,0.0000,0.0000,0.0000,0.0000,0.0004,0.0000,0.0000,0.0000,0.0000,0.9515,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9848,0.0000
"He kept texting her late at night, asking her to send him a",50,NOUN,0.9266,NOUN,0.9748,0,0.0734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9266,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0247,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9748,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
He kept the change he had left on the dresser and,50,VERB,0.8627,VERB,0.8796,0,0.0000,0.0000,0.0179,0.0000,0.0000,0.0235,0.0000,0.0000,0.0000,0.0000,0.0430,0.0000,0.0000,0.0000,0.0000,0.8627,0.0000,0.0000,0.0000,0.0228,0.0000,0.0000,0.0034,0.0000,0.0000,0.0000,0.0000,0.0117,0.0000,0.0000,0.0000,0.0000,0.8796,0.0000
He kept the change his little brother left on the dresser and,50,VERB,0.7615,VERB,0.8277,0,0.0000,0.0000,0.0398,0.0000,0.0000,0.0381,0.0000,0.0177,0.0000,0.0000,0.0741,0.0000,0.0000,0.0022,0.0000,0.7615,0.0000,0.0000,0.0000,0.0466,0.0000,0.0000,0.0027,0.0000,0.0073,0.0000,0.0000,0.0262,0.0000,0.0000,0.0000,0.0000,0.8277,0.0000
He kept the client\'s cash payment in the books and,50,VERB,0.6268,VERB,0.6469,0,0.0000,0.0317,0.1281,0.0084,0.0000,0.0466,0.0000,0.0322,0.0000,0.0202,0.0264,0.0000,0.0000,0.0000,0.0000,0.6268,0.0000,0.0000,0.0077,0.1055,0.0015,0.0000,0.0051,0.0000,0.0369,0.0000,0.0114,0.0069,0.0000,0.0000,0.0000,0.0000,0.6469,0.0000
He kept the client\'s cash payment off the books and,50,VERB,0.6900,VERB,0.7511,0,0.0000,0.0260,0.1224,0.0122,0.0000,0.0258,0.0000,0.0000,0.0000,0.0000,0.0233,0.0000,0.0000,0.0000,0.0000,0.6900,0.0000,0.0000,0.0164,0.1118,0.0025,0.0000,0.0041,0.0000,0.0000,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.7511,0.0000
He kept the horse in a stall big enough to turn around in and,50,VERB,0.5510,VERB,0.6931,0,0.0173,0.0214,0.0653,0.0215,0.0000,0.0680,0.0000,0.0000,0.0000,0.0303,0.0970,0.0000,0.0000,0.0174,0.0000,0.5510,0.0000,0.0087,0.0044,0.0424,0.0108,0.0000,0.0184,0.0000,0.0000,0.0000,0.0086,0.0405,0.0000,0.0000,0.0024,0.0000,0.6931,0.0000
He kept the horse in a stall too small to turn around in and,50,VERB,0.4992,VERB,0.4612,0,0.0000,0.0193,0.1166,0.0532,0.0000,0.0680,0.0000,0.0000,0.0000,0.0232,0.1144,0.0000,0.0000,0.0245,0.0000,0.4992,0.0000,0.0000,0.0060,0.1238,0.0433,0.0000,0.0276,0.0000,0.0000,0.0000,0.0084,0.0433,0.0000,0.0000,0.0055,0.0000,0.4612,0.0000
"He kept working all through the strike, and the others started calling him a",50,NOUN,0.9823,NOUN,0.9829,0,0.0079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
He keyed a scratch down the length of his own car and,50,VERB,0.6149,VERB,0.6495,0,0.0000,0.0039,0.1400,0.0205,0.0000,0.0378,0.0000,0.0000,0.0000,0.0000,0.0413,0.0000,0.0000,0.0000,0.0000,0.6149,0.0000,0.0000,0.0004,0.0696,0.0061,0.0000,0.0119,0.0000,0.0000,0.0000,0.0000,0.0145,0.0000,0.0000,0.0000,0.0000,0.6495,0.0000
He keyed a scratch down the length of the neighbour\'s car and,50,VERB,0.5862,VERB,0.6608,0,0.0000,0.0000,0.1942,0.0000,0.0000,0.0229,0.0000,0.0000,0.0000,0.0000,0.0481,0.0000,0.0000,0.0000,0.0000,0.5862,0.0000,0.0000,0.0000,0.2025,0.0000,0.0000,0.0039,0.0000,0.0000,0.0000,0.0000,0.0206,0.0000,0.0000,0.0008,0.0000,0.6608,0.0000
He kicked a dent into his own garage door and,50,VERB,0.5473,VERB,0.5085,0,0.0000,0.0000,0.1282,0.0743,0.0000,0.0296,0.0000,0.0000,0.0000,0.0000,0.1279,0.0000,0.0000,0.0000,0.0000,0.5473,0.0000,0.0000,0.0000,0.1306,0.0725,0.0000,0.0063,0.0000,0.0000,0.0000,0.0000,0.0657,0.0000,0.0000,0.0000,0.0000,0.5085,0.0000
He kicked a dent into the neighbour\'s garage door and,50,VERB,0.5242,VERB,0.4963,0,0.0000,0.0000,0.1298,0.0358,0.0000,0.0766,0.0000,0.0000,0.0000,0.0000,0.1511,0.0000,0.0000,0.0127,0.0000,0.5242,0.0000,0.0000,0.0000,0.1621,0.0234,0.0000,0.0224,0.0000,0.0000,0.0000,0.0000,0.1278,0.0000,0.0000,0.0022,0.0000,0.4963,0.0000
He kicked apart the sacred stone circle and,50,VERB,0.7283,VERB,0.8372,0,0.0000,0.0000,0.0470,0.0000,0.0000,0.0752,0.0000,0.0117,0.0000,0.0000,0.0486,0.0000,0.0000,0.0000,0.0000,0.7283,0.0000,0.0000,0.0000,0.0073,0.0000,0.0000,0.0306,0.0000,0.0095,0.0000,0.0000,0.0172,0.0000,0.0000,0.0000,0.0000,0.8372,0.0000
He kicked out the jack stand under the car and,50,VERB,0.6484,VERB,0.6383,0,0.0091,0.0000,0.0431,0.0004,0.0000,0.0223,0.0000,0.0000,0.0000,0.0000,0.1040,0.0000,0.0000,0.0000,0.0000,0.6484,0.0000,0.0001,0.0000,0.0496,0.0002,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.0848,0.0000,0.0000,0.0000,0.0000,0.6383,0.0000
He kicked over the Buddha statue and,50,VERB,0.7530,VERB,0.7890,0,0.0000,0.0000,0.0143,0.0000,0.0000,0.0536,0.0000,0.0000,0.0000,0.0000,0.0691,0.0000,0.0000,0.0000,0.0000,0.7530,0.0000,0.0000,0.0000,0.0106,0.0000,0.0000,0.0212,0.0000,0.0004,0.0000,0.0000,0.0548,0.0000,0.0000,0.0000,0.0000,0.7890,0.0000
He kicked over the murti in the shrine and,50,VERB,0.7900,VERB,0.8041,0,0.0000,0.0000,0.0145,0.0000,0.0000,0.0324,0.0000,0.0047,0.0000,0.0000,0.0414,0.0000,0.0000,0.0000,0.0000,0.7900,0.0000,0.0000,0.0000,0.0077,0.0000,0.0000,0.0090,0.0000,0.0004,0.0000,0.0000,0.0235,0.0000,0.0000,0.0000,0.0000,0.8041,0.0000
He kicked over the roadside memorial and,49,VERB,0.7753,VERB,0.8113,0,0.0000,0.0000,0.0338,0.0000,0.0000,0.0229,0.0000,0.0142,0.0000,0.0000,0.0468,0.0000,0.0000,0.0000,0.0000,0.7753,0.0000,0.0000,0.0000,0.0084,0.0000,0.0000,0.0066,0.0000,0.0134,0.0000,0.0000,0.0131,0.0000,0.0000,0.0000,0.0000,0.8113,0.0000
He kicked over the tombstone in the Muslim cemetery and,50,VERB,0.7630,VERB,0.7622,0,0.0000,0.0000,0.0184,0.0000,0.0000,0.0385,0.0000,0.0213,0.0000,0.0000,0.0377,0.0000,0.0000,0.0000,0.0000,0.7630,0.0000,0.0000,0.0000,0.0188,0.0000,0.0000,0.0127,0.0000,0.0160,0.0000,0.0000,0.0111,0.0000,0.0000,0.0000,0.0000,0.7622,0.0000
He kicked the,50,NOUN,0.9866,NOUN,0.9975,0,0.0101,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
He kicked the dog off the porch and,50,VERB,0.5641,VERB,0.5264,0,0.0000,0.1345,0.0384,0.0000,0.0000,0.0081,0.0000,0.0000,0.0000,0.0000,0.1074,0.0000,0.0000,0.0000,0.0000,0.5641,0.0000,0.0000,0.1209,0.0381,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0873,0.0000,0.0000,0.0000,0.0000,0.5264,0.0000
He kicked the man in the ribs over and over until,50,PRON,0.7292,PRON,0.9025,0,0.0000,0.0000,0.0079,0.0000,0.0000,0.2563,0.0000,0.0048,0.0000,0.0000,0.7292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0881,0.0000,0.0002,0.0000,0.0000,0.9025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
He kicked the mourning stones off the grave and,50,VERB,0.8198,VERB,0.8482,0,0.0000,0.0094,0.0000,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0447,0.0000,0.0000,0.0000,0.0000,0.8198,0.0000,0.0000,0.0020,0.0015,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0122,0.0000,0.0000,0.0000,0.0000,0.8482,0.0000
He kicked the offering basket over at the shrine and,50,VERB,0.7587,VERB,0.7803,0,0.0000,0.0000,0.0066,0.0000,0.0000,0.0130,0.0000,0.0000,0.0000,0.0000,0.0741,0.0000,0.0000,0.0000,0.0000,0.7587,0.0000,0.0000,0.0000,0.0062,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000,0.0431,0.0000,0.0000,0.0000,0.0000,0.7803,0.0000
He kicked the prayer wheel off its post and,50,VERB,0.7439,VERB,0.7553,0,0.0000,0.0372,0.0166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1233,0.0000,0.0000,0.0000,0.0000,0.7439,0.0000,0.0000,0.0171,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0827,0.0000,0.0000,0.0000,0.0000,0.7553,0.0000
He kicked the rooster across the yard and,50,VERB,0.3943,VERB,0.3468,0,0.0000,0.1257,0.0570,0.0000,0.0000,0.1072,0.0000,0.0000,0.0000,0.0000,0.2185,0.0000,0.0000,0.0000,0.0000,0.3943,0.0000,0.0000,0.0594,0.0290,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0000,0.2730,0.0000,0.0000,0.0000,0.0000,0.3468,0.0000
He kicked the wreath off the cenotaph and,50,VERB,0.7428,VERB,0.7539,0,0.0000,0.0269,0.0205,0.0000,0.0000,0.0000,0.0000,0.0113,0.0000,0.0000,0.0611,0.0000,0.0000,0.0000,0.0000,0.7428,0.0000,0.0000,0.0093,0.0018,0.0000,0.0000,0.0000,0.0000,0.0059,0.0000,0.0000,0.0405,0.0000,0.0000,0.0000,0.0000,0.7539,0.0000
He kissed her cheek and,50,VERB,0.7310,VERB,0.7812,0,0.0000,0.0000,0.0169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1551,0.0000,0.0000,0.0000,0.0000,0.7310,0.0000,0.0000,0.0000,0.0207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0789,0.0000,0.0000,0.0000,0.0000,0.7812,0.0000
He kissed her cheek and moved his hand to her,50,NOUN,0.9239,NOUN,0.9470,0,0.0462,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
He kissed her collarbone and,50,VERB,0.4940,VERB,0.5807,0,0.0000,0.0000,0.1498,0.0000,0.0000,0.0096,0.0000,0.0293,0.0000,0.0000,0.2238,0.0000,0.0000,0.0000,0.0000,0.4940,0.0000,0.0000,0.0000,0.0540,0.0000,0.0000,0.0025,0.0000,0.0042,0.0000,0.0000,0.1943,0.0000,0.0000,0.0000,0.0000,0.5807,0.0000
He kissed her neck and moved his hand to her,50,NOUN,0.8884,NOUN,0.9398,0,0.0630,0.0000,0.0154,0.0000,0.0000,0.0000,0.0000,0.8884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0275,0.0000,0.0093,0.0000,0.0000,0.0000,0.0000,0.9398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
He kissed his best friend\'s wife at the party and,50,PRON,0.3164,PRON,0.3490,0,0.0000,0.0000,0.2542,0.0613,0.0000,0.0088,0.0000,0.0000,0.0000,0.0000,0.3164,0.0000,0.0000,0.0103,0.0000,0.2361,0.0000,0.0000,0.0000,0.3237,0.0455,0.0000,0.0013,0.0000,0.0000,0.0000,0.0000,0.3490,0.0000,0.0000,0.0013,0.0000,0.1824,0.0000
He kissed his own wife at the party and,50,PRON,0.3433,PRON,0.3597,0,0.0000,0.0000,0.1978,0.0318,0.0000,0.0175,0.0000,0.0000,0.0000,0.0059,0.3433,0.0000,0.0000,0.0000,0.0000,0.2970,0.0000,0.0000,0.0000,0.1711,0.0152,0.0000,0.0047,0.0000,0.0000,0.0000,0.0006,0.3597,0.0000,0.0000,0.0000,0.0000,0.3032,0.0000
He kissed the parchment of the Torah scroll and,50,VERB,0.7879,VERB,0.8412,0,0.0000,0.0000,0.0518,0.0000,0.0000,0.0074,0.0000,0.0000,0.0000,0.0000,0.0311,0.0000,0.0000,0.0000,0.0000,0.7879,0.0000,0.0000,0.0000,0.0327,0.0000,0.0000,0.0024,0.0000,0.0000,0.0000,0.0000,0.0080,0.0000,0.0000,0.0000,0.0000,0.8412,0.0000
He knelt at the altar and,50,VERB,0.9309,VERB,0.9709,0,0.0000,0.0000,0.0077,0.0116,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0088,0.0000,0.0000,0.0000,0.0000,0.9309,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.9709,0.0000
He knelt at the grave and,50,VERB,0.9456,VERB,0.9706,0,0.0000,0.0000,0.0158,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0103,0.0000,0.0000,0.0000,0.0000,0.9456,0.0000,0.0000,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0000,0.0000,0.0000,0.9706,0.0000
He knelt at the roadside memorial and,50,VERB,0.9382,VERB,0.9533,0,0.0011,0.0000,0.0218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9382,0.0000,0.0000,0.0000,0.0124,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9533,0.0000
He knelt before her and begged her to,50,VERB,0.9713,VERB,0.9925,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9713,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9925,0.0000
He knew he was going to die and felt,50,PRON,0.2625,DET,0.2791,1,0.1129,0.0610,0.2226,0.0000,0.0000,0.1924,0.0000,0.0117,0.0000,0.0000,0.2625,0.0000,0.0000,0.0672,0.0000,0.0083,0.0000,0.0850,0.0191,0.2489,0.0000,0.0000,0.2791,0.0000,0.0132,0.0000,0.0000,0.1492,0.0000,0.0000,0.0028,0.0000,0.0035,0.0000
He knocked his classmate off the bench and,50,VERB,0.6398,VERB,0.6196,0,0.0000,0.1137,0.0645,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0465,0.0000,0.0000,0.0000,0.0000,0.6398,0.0000,0.0000,0.0947,0.0341,0.0000,0.0000,0.0002,0.0000,0.0000,0.0000,0.0000,0.0359,0.0000,0.0000,0.0000,0.0000,0.6196,0.0000
He knocked over the ceremonial mask outside the longhouse and,50,VERB,0.5870,VERB,0.5607,0,0.0000,0.0000,0.0332,0.0240,0.0000,0.0909,0.0000,0.0009,0.0000,0.0000,0.1374,0.0000,0.0000,0.0000,0.0000,0.5870,0.0000,0.0000,0.0000,0.0315,0.0030,0.0000,0.0601,0.0000,0.0000,0.0000,0.0000,0.1402,0.0000,0.0000,0.0000,0.0000,0.5607,0.0000
He knocked over the flowerpots outside his own door and,50,VERB,0.6495,VERB,0.6090,0,0.0000,0.0156,0.0969,0.0000,0.0000,0.0392,0.0000,0.0000,0.0000,0.0000,0.0656,0.0000,0.0000,0.0092,0.0000,0.6495,0.0000,0.0000,0.0050,0.0807,0.0000,0.0000,0.0200,0.0000,0.0000,0.0000,0.0000,0.0432,0.0000,0.0000,0.0016,0.0000,0.6090,0.0000
He knocked over the flowerpots outside the neighbour\'s door and,50,VERB,0.6493,VERB,0.6556,0,0.0000,0.0000,0.0908,0.0061,0.0000,0.0578,0.0000,0.0000,0.0000,0.0000,0.0978,0.0000,0.0000,0.0131,0.0000,0.6493,0.0000,0.0000,0.0000,0.0968,0.0000,0.0000,0.0240,0.0000,0.0000,0.0000,0.0000,0.0909,0.0000,0.0000,0.0040,0.0000,0.6556,0.0000
He knocked over the incense altar and,50,VERB,0.7532,VERB,0.8133,0,0.0000,0.0000,0.0211,0.0000,0.0000,0.0366,0.0000,0.0124,0.0000,0.0000,0.0474,0.0000,0.0000,0.0000,0.0000,0.7532,0.0000,0.0000,0.0000,0.0136,0.0000,0.0000,0.0426,0.0000,0.0079,0.0000,0.0000,0.0227,0.0000,0.0000,0.0000,0.0000,0.8133,0.0000
He knocked over the memorial bench and,50,VERB,0.6622,VERB,0.7159,0,0.0000,0.0000,0.0271,0.0202,0.0000,0.0657,0.0000,0.0000,0.0000,0.0000,0.0706,0.0000,0.0000,0.0000,0.0000,0.6622,0.0000,0.0000,0.0000,0.0171,0.0059,0.0000,0.0352,0.0000,0.0000,0.0000,0.0000,0.0322,0.0000,0.0000,0.0000,0.0000,0.7159,0.0000
He knocked over the menorah in the window and,50,VERB,0.6459,VERB,0.6252,0,0.0000,0.0000,0.0211,0.0000,0.0000,0.0293,0.0000,0.0000,0.0000,0.0000,0.1242,0.0000,0.0000,0.0000,0.0000,0.6459,0.0000,0.0000,0.0000,0.0343,0.0000,0.0000,0.0058,0.0000,0.0000,0.0000,0.0000,0.0963,0.0000,0.0000,0.0000,0.0000,0.6252,0.0000
He knocked over the totem pole and,50,VERB,0.5825,VERB,0.5485,0,0.0000,0.0000,0.0662,0.0080,0.0000,0.0206,0.0000,0.0000,0.0000,0.0000,0.1907,0.0000,0.0000,0.0000,0.0000,0.5825,0.0000,0.0000,0.0000,0.0577,0.0005,0.0000,0.0036,0.0000,0.0000,0.0000,0.0000,0.2187,0.0000,0.0000,0.0000,0.0000,0.5485,0.0000
He knocked the Quran stand off the platform and,50,VERB,0.6925,VERB,0.5771,0,0.0000,0.0361,0.0048,0.0000,0.0000,0.0227,0.0000,0.0132,0.0000,0.0000,0.1075,0.0000,0.0000,0.0000,0.0000,0.6925,0.0000,0.0000,0.0274,0.0014,0.0000,0.0000,0.0055,0.0000,0.0027,0.0000,0.0000,0.2089,0.0000,0.0000,0.0000,0.0000,0.5771,0.0000
He knocked the crucifix off the wall and,50,VERB,0.7577,VERB,0.7462,0,0.0000,0.0110,0.0101,0.0000,0.0000,0.0153,0.0000,0.0165,0.0000,0.0000,0.1002,0.0024,0.0000,0.0000,0.0000,0.7577,0.0000,0.0000,0.0076,0.0024,0.0000,0.0000,0.0028,0.0000,0.0062,0.0000,0.0000,0.0624,0.0001,0.0000,0.0000,0.0000,0.7462,0.0000
He knocked the diya off the altar and,50,VERB,0.6072,VERB,0.5941,0,0.0000,0.0182,0.0056,0.0000,0.0000,0.0290,0.0000,0.0054,0.0000,0.0000,0.1362,0.0000,0.0000,0.0000,0.0000,0.6072,0.0000,0.0000,0.0142,0.0019,0.0000,0.0000,0.0075,0.0000,0.0023,0.0000,0.0000,0.1755,0.0000,0.0000,0.0000,0.0000,0.5941,0.0000
