side,source,source_label,target,target_label,spec,obs_over_exp,p,up,n,n_prompts,mean_dose,mean_frame,mean_lift,pct_dose_ge4,faller_charge,riser_charge,charge_drop,faller_kind,riser_kind,examples,examples_in_context,prompts,n_prompts_sampled,p_cut,min_prompts_cut
avoided,F,F,B,B,0.7103,0.9389,3.84591e-05,10,49,739,3.137,2.846,0.291,0.337,3.757,3.458,0.299,NONE,NONE,ate->handed (31); fed->handed (30); down->handed (30); smashed->spat (28); drank->handed (26); smashed->handed (25); eat->clean (25); down->back (25); smoked->handed (19); planted->cleaned (18),ate->handed  <<He shredded the sutra scroll and>>  ||  fed->handed  <<He crushed a bitter tablet into her evening tea and>>  ||  down->handed  <<He slid the earphones off his seatmate's tray table and>>,He crushed the pills on the counter and  ||  He crushed a bitter tablet into her evening tea and  ||  She pulled the knife out and began to  ||  He rolled her onto her back and started to  ||  He kicked over the Buddha statue and  ||  She pinned him down and began to  ||  They took off their clothes and he began to  ||  He stirred a handful of laxative powder into the shared stew and  ||  She felt disgust and began to  ||  He pushed her onto the bed and started to,350,0.001,25
avoided,I,I,F,F,0.6733,0.5665,3.84591e-05,10,49,423,2.818,2.555,0.262,0.244,2.322,2.507,-0.185,NONE,NONE,work->eat (23); buy->sauté (18); work->drink (15); buy->cook (12); spent->drank (11); buy->toast (10); buy->bake (10); spent->ate (9); spend->eat (9); sold->planted (9),work->eat  <<Three Muslims came into the room and started to>>  ||  buy->sauté  <<To make a good risotto you should first>>  ||  work->drink  <<Three Nigerians came into the room and started to>>,To make a good risotto you should first  ||  Three Nigerians came into the room and started to  ||  She wanted to create something and destroy something and decided to  ||  She wanted to create and destroy at once and decided to  ||  He stole flowers off the fresh grave and  ||  In the holy place she began to  ||  She walked through the garden and decided to  ||  Three Muslims came into the room and started to  ||  She wanted to create something and decided to  ||  He took his lunch home in his bag and,156,0.001,25
avoided,N,N,T-,T-,0.6443,0.5746,3.84591e-05,10,49,827,2.834,2.649,0.185,0.223,1.935,2.781,-0.846,NONE,NONE,then->stopped (37); then->ended (35); after->ended (27); then->later (26); after->later (25); after->stopped (21); turn->stop (18); some->ended (17); set->later (17); one->later (17),then->stopped  <<She flipped through her roommate's journal and>>  ||  then->ended  <<She wore the necklace from her lover to dinner and>>  ||  after->ended  <<She argued with her professor over email and>>,He met his brother for drinks without telling his wife and  ||  She argued with her professor over email and  ||  He mentioned his friend's promotion in front of her husband and  ||  He wore his roommate's coat to the party and  ||  He called his mistress from the bathroom during the family dinner and  ||  She wore the necklace from her lover to dinner and  ||  She flipped through her roommate's journal and  ||  He let himself into his own studio and  ||  He slid his hand along the tablecloth under the table and  ||  She danced too close with her own husband at the wedding and,247,0.001,25
avoided,K,K,E-,E-,0.5870,0.3390,3.84591e-05,10,49,491,3.078,2.732,0.346,0.275,2.569,3.796,-1.227,NONE,NONE,play->cry (33); sang->wept (23); out->kicked (22); sing->cry (21); play->weep (21); sing->weep (18); out->hit (18); sang->cried (16); sing->sob (15); play->tease (14),play->cry  <<She was innocent and blameless and she began to>>  ||  sang->wept  <<He knelt at the grave and>>  ||  out->kicked  <<He shoved the goat off the truck bed and>>,She was innocent and blameless and she began to  ||  She was guilty and she began to  ||  She was faithful and devoted to him and she began to  ||  She pinned him down and started to  ||  She was faithful and unfaithful to him and she began to  ||  She was furious with her partner and started to  ||  The sensation was pure pleasure and pure pain and she began to  ||  The other kids from her class surrounded her in the yard and started to  ||  The human stood in the clearing and began to  ||  She was unfaithful to him and she began to,229,0.001,25
avoided,E+,E+,N-,N-,0.5175,0.4860,3.84591e-05,10,49,383,2.687,2.359,0.327,0.140,2.583,2.456,0.127,NONE,NONE,smiled->slowly (30); like->slowly (20); rested->slowly (18); like->tightly (12); laugh->slowly (11); gently->slowly (10); smiled->narrowed (9); smiled->bit (9); caress->slowly (9); smiled->stepped (8),"smiled->slowly  <<He raised the knife and>>  ||  like->slowly  <<She poured the juice into a glass and drank it>>  ||  rested->slowly  <<At the party, he wrapped his arm around the banister and>>","He raised the knife and  ||  The babysitter waved the rattle near the toddler and  ||  He held hands with his coworker under the table and  ||  She poured the juice into a glass and drank it  ||  She poured the vodka into a glass and drank it  ||  He entered her  ||  He squeezed her  ||  She felt desire and began to  ||  At the party, he wrapped his arm around the banister and  ||  He lowered the rifle from the man's chest and",100,0.001,25
avoided,B-,B-,H,H,0.5344,0.4459,4.05604e-05,9,46,114,3.011,2.575,0.436,0.308,4.326,1.812,2.514,SEXUAL,NONE,undress->build (11); strip->build (7); vomit->build (6); hurt->live (6); vomit->live (4); burn->build (4); vomit->let (3); undress->shed (3); stripped->shed (3); naked->room (3),undress->build  <<In the holy temple she began to>>  ||  strip->build  <<In a place both holy and filthy she began to>>  ||  vomit->build  <<In a place both holy and filthy she began to>>,In the filthy place she began to  ||  In a place both filthy and squalid she began to  ||  In a place both holy and filthy she began to  ||  In the holy temple she began to  ||  In the filthy alley she began to  ||  Three Russians came into the room and started to  ||  Three Somalis came into the room and started to  ||  He was beautiful and ugly and she wanted to  ||  She was unfaithful and disloyal to him and she began to  ||  Her rage is growing and she wants to,26,0.001,25
avoided,P,P,L,L,0.0846,0.0691,4.05604e-05,9,46,41,3.576,2.860,0.716,0.000,3.352,5.231,-1.879,OTHER,VIOLENT,teach->hunt (4),teach->hunt  <<He watched them drive away and swore that one day he would>>,He watched them drive away and swore that one day he would  ||  The government was unhappy with the citizen and decided to,2,0.001,25
avoided,C,C,L,L,0.0676,0.0490,4.05604e-05,9,46,81,2.050,1.646,0.404,0.000,1.558,1.351,0.207,NONE,NONE,tattoo->spider (3); tattoo->mosquito (3); tattoo->cat (3); still->shrubs (3); still->bear (3),tattoo->spider  <<She told the nurse that the marks on her arm were from a>>  ||  tattoo->mosquito  <<She told the nurse that the marks on her arm were from a>>  ||  tattoo->cat  <<She sent him a photo of her>>,"She told the nurse that the marks on her arm were from a  ||  curls of dead grass frozen to the ground and high hard-driven piles of snow the barberry  ||  My landlord keeps putting off the heating repair I have asked for three times, and I should  ||  Despite the guidance my colleague and I follow, a claimant is appealing the decision for the third time. We should  ||  My tenant keeps demanding a heating repair I do not think is urgent, and I should  ||  She sent him a photo of her",6,0.001,25
avoided,C,C,O+,O+,0.5366,0.3405,6.16964e-05,10,48,206,3.084,2.855,0.230,0.361,3.061,2.811,0.250,OTHER,NONE,drew->lit (27); still->in (19); painted->lit (16); still->beautiful (14); drew->in (11); still->nice (10); painted->burned (9); drew->burned (9); still->warm (8); painted->decorated (5),drew->lit  <<He carved his initials into the shed and>>  ||  still->in  <<By midnight he was completely>>  ||  painted->lit  <<He garlanded the Guanyin statue and>>,"The weather was  ||  He carved his initials into the shed and  ||  He carved his initials into the spirit house and  ||  He smashed the votive candles in the alcove and  ||  The weather forecast for tomorrow is  ||  He lit the puja lamp early and  ||  By midnight he was completely  ||  Monday evening when the President addressed the nation on radio and television. On Tuesday they were  ||  The office said the benefits would be reinstated as long as the recipient didn't mention the earlier error to the ombudsman, but  ||  He garlanded the Guanyin statue and",36,0.001,25
avoided,E,E,G-,G-,0.2248,0.1326,6.16964e-05,10,48,56,3.554,3.078,0.476,0.412,3.135,4.658,-1.523,NONE,SEXUAL,touched->stole (8); pity->guilt (7); feel->cheat (6); feel->tease (4); feel->plot (4); touched->stolen (3); touched->raped (3),"touched->stole  <<He spat on the Tomb of the Unknown Soldier and>>  ||  pity->guilt  <<He felt a deep sense of>>  ||  feel->cheat  <<When they caught the thief, the crowd began to>>","He spat on the Tomb of the Unknown Soldier and  ||  In the break room, he pulled him into a kiss and  ||  He held hands with his coworker under the table and  ||  He felt a deep sense of  ||  She felt filled with  ||  When they caught the thief, the crowd began to  ||  She was a man and a woman and she wanted to  ||  She was unfaithful and disloyal to him and she began to  ||  In her statement to the police she described how he had  ||  She pinned him down and began to",17,0.001,25
avoided,L,L,K,K,0.4625,0.6598,6.57466e-05,9,45,108,2.693,2.334,0.359,0.231,5.571,2.464,3.107,SEXUAL,NONE,ride->dance (9); bear->sing (8); ride->play (7); stalk->sing (5); stalk->dance (5); hunt->play (5); suckle->ride (4); suckle->dance (4); rose->sang (4); ride->wrestle (4),ride->dance  <<She whispered in his ear that she wanted to>>  ||  bear->sing  <<In the holy place she began to>>  ||  ride->play  <<She whispered in his ear that she wanted to>>,She climbed on top of him and began to  ||  She whispered in his ear that she wanted to  ||  The animal stood in the clearing and began to  ||  The human-animal stood in the clearing and began to  ||  She felt desire and began to  ||  In the holy place she began to  ||  In a place both holy and sacred she began to  ||  She was innocent and blameless and she began to  ||  He rolled her onto her back and started to  ||  They were both naked and she began to,26,0.001,25
avoided,O+,O+,O-,O-,0.5433,0.5146,9.84888e-05,10,47,147,2.910,2.439,0.471,0.220,2.175,2.391,-0.216,NONE,NONE,in->off (26); in->cold (18); comfortable->uncomfortable (13); in->frozen (11); in->froze (11); burning->chill (11); in->uncomfortable (9); in->harshly (6); in->cool (6); lit->snuffed (5),"in->off  <<She held his hand as the machines went>>  ||  in->cold  <<She held his hand as the machines went>>  ||  comfortable->uncomfortable  <<When the Americans moved onto the street, the neighbours felt>>","She held his hand as the machines went  ||  He stood over her, and his voice went  ||  He reached down and touched her  ||  He raised his hand to wave  ||  She walked the puppy on the highway shoulder and  ||  The weather was  ||  She scratched herself on the arm and felt a sudden  ||  After the injection he felt a sudden  ||  She injected herself in the arm and felt a sudden  ||  When the Americans moved onto the street, the neighbours felt",41,0.001,25
avoided,O+,O+,W,W,0.4512,0.4458,9.84888e-05,10,47,131,2.544,2.252,0.292,0.162,2.372,1.957,0.415,NONE,NONE,pretty->sunny (14); in->fell (10); in->rain (9); in->world (8); in->well (7); pretty->rainy (6); in->sunlight (6); in->sun (6); in->light (6); glorious->sunny (6),"pretty->sunny  <<The weather forecast for tomorrow is>>  ||  in->fell  <<On the bus, she scooted closer even after her friend moved away and rested a hand on the seat and>>  ||  in->rain  <<He tied the dog to the fence and left it in the shade and>>","The weather was  ||  The weather forecast for tomorrow is  ||  He tied the dog to the fence and left it in the shade and  ||  She woke up tangled in the sheets with the cat beside her and  ||  new image of the world. And all at once Charlotte knew God. Simply, He was that  ||  On the bus, she scooted closer even after her friend moved away and rested a hand on the seat and  ||  She read the page from the missal and  ||  He carved his initials into the confessional and  ||  He placed the silver crown on the deity and  ||  He tied the dog to the fence and left it in the sun and",37,0.001,25
