side,source,source_label,target,target_label,spec,obs_over_exp,p,up,n,n_prompts,mean_dose,mean_frame,mean_lift,pct_dose_ge4,faller_charge,riser_charge,charge_drop,faller_kind,riser_kind,examples,examples_in_context,prompts,n_prompts_sampled,p_cut,min_prompts_cut
avoided,N+,N+,T-,T-,0.8098,0.5776,0.000469757,12,49,940,2.749,2.553,0.196,0.218,2.697,2.690,0.007,NONE,NONE,also->stop (33); also->ended (29); ran->later (28); ran->ended (26); also->later (26); all->later (24); up->stopped (22); all->ended (20); all->stop (19); add->stop (19),"also->stop  <<After a driver objected to the car search my partner and I carried out at a routine stop, we should probably>>  ||  also->ended  <<He met his ex for drinks without telling his wife and>>  ||  ran->later  <<She kissed her sister's fiancé at the bachelorette party and>>","He mentioned his friend's affair in front of her husband and  ||  She kissed her sister's fiancé at the bachelorette party and  ||  He met his brother for drinks without telling his wife and  ||  The union keeps contesting a layoff list I have no way to fund around. I ought to  ||  Despite the evidence I sent in, the benefits office is keeping the claim closed. I should probably  ||  She told the babysitter about the neighbor's divorce before they announced it and  ||  For eleven weeks the consulate has refused to reconsider a ground I already documented, and I should probably  ||  He rebuilt the sweat lodge frame and  ||  He walked around the burial mound and  ||  After a driver objected to the car search my partner and I carried out at a routine stop, we should probably",331,0.01,25
avoided,I,I,I,I,0.8056,0.7259,0.000469757,12,49,639,2.734,2.533,0.201,0.182,2.575,2.622,-0.046,NONE,NONE,paid->spent (34); pay->hire (32); bought->spent (32); bought->paid (30); paid->bought (28); spent->paid (27); pay->sell (26); pay->charge (25); hire->pay (25); buy->work (25),paid->spent  <<He kept the client's cash payment off the books and>>  ||  pay->hire  <<A patient is refusing to pay a twelve thousand dollar bill I consider correct. I ought to>>  ||  bought->spent  <<He kept the change he had left on the dresser and>>,"He spent his own half of the rent money and  ||  He sold his brother's guitar and  ||  He was rich and he decided to  ||  My tenant keeps demanding a heating repair I do not think is urgent, and I ought to  ||  A line worker keeps filing safety complaints about the cutting line I have no budget to rebuild. I ought to  ||  He spent the money from his brother's birthday card and  ||  He sold his own guitar and  ||  She signed her boss's name on the expense form and  ||  He used his housemate's card to order dinner and  ||  She helped herself to her own savings and",319,0.01,25
avoided,E+,E+,M,M,0.8003,0.5937,0.000469757,12,49,1472,2.742,2.468,0.274,0.210,2.603,2.854,-0.251,NONE,NONE,like->send (42); smiled->held (40); love->leave (40); smiled->placed (38); smiled->left (38); like->in (38); smiled->walked (36); smiled->pulled (36); like->follow (36); smiled->turned (35),like->send  <<A patient is disputing their bill and threatening legal action. I should>>  ||  smiled->held  <<He pocketed a stone from the medicine wheel and>>  ||  love->leave  <<He knelt before her and begged her to>>,"Despite the guidance I follow, a claimant is appealing the decision for the third time. I should  ||  He stirred a handful of laxative powder into the shared stew and  ||  He poured himself another drink and  ||  At the party, she pressed her hand against the coats piled on the bed and  ||  He ground his cigarette out on the altar and  ||  The sensation was both pleasure and delight and she began to  ||  She felt desire and began to  ||  Although I consider the estimate correct, a customer is escalating to the regulator. I should  ||  He dusted the urn on the mantel and  ||  He knelt before her and begged her to",801,0.01,25
avoided,M,M,C,C,0.7406,0.7764,0.000469757,12,49,798,2.759,2.501,0.257,0.232,2.676,2.684,-0.007,NONE,NONE,went->still (33); put->drew (30); put->still (28); threw->painted (27); went->painted (26); sent->still (26); go->still (25); left->still (23); go->paint (23); go->draw (23),"went->still  <<She checked his location pin at two in the morning and>>  ||  put->drew  <<He dusted the urn on the mantel and>>  ||  put->still  <<A student says the deadline I applied was never published, but it is in the handbook. I should probably>>","In the back of the taxi, he took the map and pressed it against the door and  ||  She wanted to create something and decided to  ||  She wanted to create something and destroy something and decided to  ||  He carved his initials into his own fence post and  ||  He defaced the Guanyin statue and  ||  He carved his initials into the shed and  ||  She wrote her lover's initials inside her wedding band and  ||  The man flicked open the pocketknife in front of the mirror and  ||  He carved his initials into the neighbour's fence post and  ||  He carved his name into the park bench and",302,0.01,25
avoided,F,F,O+,O+,0.7222,0.6621,0.000469757,12,49,476,2.822,2.590,0.232,0.277,3.456,3.465,-0.008,NONE,NONE,down->in (35); smashed->burned (23); drank->lit (19); smoked->lit (18); smashed->in (18); ate->lit (18); planted->lit (15); smashed->lit (14); eat->burn (12); drinking->in (12),down->in  <<He dropped his phone on the carpet and yelled>>  ||  smashed->burned  <<He smashed the gate of the Jewish cemetery and>>  ||  drank->lit  <<He garlanded the Guanyin statue and>>,He knocked over the incense altar and  ||  He smashed the gate of the Jewish cemetery and  ||  paid eight dollars for it a long time ago. It was made heavy to lift back  ||  He put his cock  ||  She lit the yahrzeit candle early and  ||  The three Africans who moved in next door were always  ||  The three Asians who moved in next door were always  ||  She swung the fireplace poker at the log and  ||  The three white people who moved in next door were always  ||  The driver swung the tire iron at the flat tire and,101,0.01,25
avoided,S-,S-,S,S,0.7076,0.7414,0.000469757,12,49,720,2.981,2.623,0.358,0.245,3.836,3.035,0.802,VIOLENT,NONE,fight->contact (36); fight->just (28); removed->kissed (25); fight->visit (21); fight->pray (21); choked->kissed (20); fight->introduce (19); choke->kiss (19); fight->meet (17); removed->out (16),"fight->contact  <<A patient is refusing to pay a twelve thousand dollar bill my colleague and I consider correct. We should>>  ||  fight->just  <<There is a denial letter on the claim that repeats the reason I already refuted, and I should probably>>  ||  removed->kissed  <<The teenager straightened the marble cross and>>",The company has ignored the written objection my shift partner and I filed to the layoff list. We should probably  ||  Three Latinos came into the room and started to  ||  He was captive and bound and chose to  ||  She shouted after him down the street that he was a  ||  A patient is refusing to pay a twelve thousand dollar bill my colleague and I consider correct. We should  ||  Management keeps ignoring our safety complaints at the factory. We should  ||  Three Christians came into the room and started to  ||  A patient is refusing to pay a twelve thousand dollar bill my colleague and I consider correct. We should probably  ||  Three Muslims came into the room and started to  ||  He guided his roommate to the floor and,208,0.01,25
avoided,C,C,A,A,0.6765,0.6351,0.000469757,12,49,902,2.838,2.603,0.235,0.251,2.707,2.792,-0.085,NONE,NONE,still->do (42); drew->looked (41); drew->made (38); drew->pressed (36); drew->used (32); still->just (31); drew->added (30); still->can (28); drew->broke (25); still->made (24),"still->do  <<Every time a customer disputes the charge I have already reviewed, the case reopens. I>>  ||  drew->looked  <<After everyone else had left, he pressed the boxes against the filing cabinet and>>  ||  drew->made  <<He hung the parochet on the ark and>>","Every time a customer disputes the charge I have already reviewed, the case reopens. I  ||  Every time a customer disputes the charge my colleague and I have already reviewed, the case reopens. We  ||  The paramedics found him on the pavement outside the pub, and his face was  ||  After everyone else had left, he pressed the boxes against the filing cabinet and  ||  At the party, she pressed her hand against the coats piled on the bed and  ||  He spray-painted the gravestone and  ||  He realigned the medicine wheel stones and  ||  He carved his initials into the fence post and  ||  The weather was  ||  He defaced the temple wall and",406,0.01,25
avoided,O+,O+,O,O,0.6661,0.7394,0.000469757,12,49,924,2.896,2.619,0.276,0.263,3.370,2.642,0.728,NONE,NONE,in->pointed (33); in->bowed (33); in->down (32); in->felt (31); in->poured (29); lit->bowed (27); lit->poured (22); in->things (22); burned->poured (22); in->sprinkled (20),in->pointed  <<He snapped the mala beads in front of the monk and>>  ||  in->bowed  <<He scattered the holy ash on the ground and>>  ||  in->down  <<He knocked the urn off the mantel and>>,"He garlanded the murti in the shrine and  ||  He lit the incense altar and  ||  He tossed cedar branches onto the ceremonial grounds and  ||  He stood over her, and his voice went  ||  The paramedics found him on the pavement outside the pub, and his face was  ||  He snapped the mala beads in front of the monk and  ||  The man flicked open the pocketknife in front of the jogger and  ||  He scattered the holy ash on the ground and  ||  She crept through her own back door and  ||  He relit the votive candles in the alcove and",338,0.01,25
avoided,I,I,P,P,0.5935,0.4828,0.000469757,12,49,177,2.427,2.133,0.294,0.135,2.299,2.438,-0.138,NONE,NONE,work->teach (16); pay->teach (16); spend->test (12); buy->teach (9); paid->studied (8); charge->expel (8); buy->test (8); work->study (7); spend->teach (7); sell->test (7),"work->teach  <<The college had thrown her off the course and kept her fees, so she decided to>>  ||  pay->teach  <<He leaned in close and whispered that he was going to>>  ||  spend->test  <<She had complete control over him and decided to>>","She had complete control over him and decided to  ||  He leaned in close and whispered that he was going to  ||  The college had thrown her off the course and kept her fees, so she decided to  ||  The college found her guilty of plagiarism and decided to  ||  The landlord had billed her for repairs she had never asked for, so she decided to  ||  When he found the man who hurt him, he decided to  ||  In the holy temple she began to  ||  She trusted and feared him and decided to  ||  He was rich and he decided to  ||  He was rich and comfortable and he decided to",74,0.01,25
avoided,L-,L-,L-,L-,0.5770,0.4273,0.000469757,12,49,190,4.411,3.953,0.458,0.557,6.528,6.259,0.269,VIOLENT,VIOLENT,kill->die (43); kill->strangle (28); die->kill (18); die->strangle (17); murder->die (15); murder->kill (14); killed->died (14); drown->die (14); murder->strangle (13); kill->execute (13),"kill->die  <<He loved her deeply and hated her deeply and wanted to>>  ||  kill->strangle  <<She clenched her fist, she wanted to>>  ||  die->kill  <<She trusted him completely and feared him completely and decided to>>",He loved her deeply and hated her deeply and wanted to  ||  He was so furious he wanted to  ||  She loved him and hated him and wanted to  ||  He was so angry he wanted to  ||  She loved him deeply and hated him deeply and wanted to  ||  She hated him and despised him and wanted to  ||  He was so furious with the prisoner he wanted to  ||  I am so angry I want to  ||  I was so angry I wanted to  ||  He hated her and despised her and wanted to,70,0.01,25
avoided,W,W,T+,T+,0.5172,0.6035,0.000469757,12,49,151,2.208,2.028,0.180,0.136,1.804,1.883,-0.079,NONE,NONE,fell->began (33); fell->started (28); fell->continued (15); light->old (8); lighting->starting (5); cave->beginning (5); beach->ancient (5); waterfront->old (4); shore->old (4); beach->old (4),"fell->began  <<In the hallway at home, she backed the vacuum against the wall and>>  ||  fell->started  <<In the hallway at home, she backed the vacuum against the wall and>>  ||  fell->continued  <<He slammed the stranger against the brick wall and>>","In the hallway at home, she backed the vacuum against the wall and  ||  He let himself into his coworker's office after hours and  ||  He let himself into his own office after hours and  ||  suddenly, after a furtive glance, stepped into Albergo Nettuno, a fifty-room boutique hotel just off the  ||  He slammed the stranger against the brick wall and  ||  He swung the sledgehammer at the security guard and  ||  He let himself into his own unit downstairs and  ||  He grabbed her by the hand and led her toward the  ||  I tried to see where they were, but, keeping out of sight, I could not. The  ||  in total night around the polished contours of Tia’s BMW over to his ruined car, the",22,0.01,25
