pid,model,arm,pair,prompt,sample_idx,narrative_A,drift_A,drift_B,degree_A,mode_A,n_sents,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_pairwise,ordering,s_self,s_cross,s_by_base,s_by_aligned,s_cross_minus_self,s_aligned_minus_base
p006165,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She trusted him completely and feared him completely and decided to,15,False,SHIFTS,SHIFTS,0,NONE,2,,,,,,,,,4.084249,4.382926,4.084249,4.382926,0.298677,0.298677
p006166,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and build at once and decided to,1,False,HOLDS,SHIFTS,1,TOLD,15,0.459258,0.563132,0.045695,0.67276,6.429618,0.104634,0.499581,-0.040322,3.064296,3.501795,3.064296,3.501795,0.437498,0.437498
p006167,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and build at once and decided to,2,False,HOLDS,HOLDS,1,TOLD,11,0.529172,0.658793,0.10421,0.702063,5.291719,0.132672,0.567091,-0.037919,3.555328,3.826514,3.555328,3.826514,0.271185,0.271185
p006168,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and build at once and decided to,5,False,HOLDS,HOLDS,1,TOLD,3,0.573022,0.587595,0.014573,0.587595,1.146044,0.512716,0.540859,0.032163,4.32333,4.538969,4.32333,4.538969,0.215639,0.215639
p006169,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and build at once and decided to,10,False,HOLDS,HOLDS,2,SHOWN,11,0.543347,0.649177,0.098699,0.652517,5.433466,0.120092,0.531954,0.011393,3.408363,3.603044,3.408363,3.603044,0.194681,0.194681
p006170,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and build at once and decided to,15,False,UNMOORED,UNMOORED,1,TOLD,16,0.548374,0.722794,0.115921,0.734306,8.225617,0.089271,0.585402,-0.037028,3.599903,3.759239,3.599903,3.759239,0.159337,0.159337
p006171,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and build at once and decided to,17,False,HOLDS,HOLDS,2,TOLD,13,0.515143,0.608597,0.073429,0.667625,6.181715,0.108,0.544679,-0.029536,4.11627,4.255423,4.11627,4.255423,0.139153,0.139153
p006172,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and destroy at once and decided to,0,False,HOLDS,HOLDS,1,TOLD,9,0.501201,0.585874,0.049508,0.638843,4.00961,0.159328,0.522266,-0.021064,4.279024,4.376218,4.279024,4.376218,0.097194,0.097194
p006173,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and destroy at once and decided to,3,False,SHIFTS,UNMOORED,0,NONE,13,0.575363,0.699338,0.085727,0.756853,6.90435,0.10962,0.581193,-0.005831,3.413869,3.526986,3.413869,3.526986,0.113116,0.113116
p006174,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and destroy at once and decided to,5,False,UNMOORED,UNMOORED,1,TOLD,14,0.491186,0.614766,0.056022,0.701123,6.385417,0.109801,0.581413,-0.090227,3.346008,3.482632,3.346008,3.482632,0.136624,0.136624
p006175,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and destroy at once and decided to,10,False,UNMOORED,UNMOORED,0,NONE,11,0.52577,0.575706,0.048154,0.687256,5.257701,0.130714,0.563724,-0.037954,4.697066,4.809736,4.697066,4.809736,0.112669,0.112669
p006176,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and destroy at once and decided to,17,False,UNMOORED,UNMOORED,0,NONE,15,0.560924,0.721545,0.105607,0.721545,7.852942,0.091882,0.562043,-0.001119,3.118335,3.274786,3.118335,3.274786,0.156451,0.156451
p006177,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create and destroy at once and decided to,19,False,HOLDS,HOLDS,3,TOLD,8,0.480781,0.65422,0.09066,0.687955,3.365467,0.204416,0.53556,-0.054779,3.460535,3.603804,3.460535,3.603804,0.143268,0.143268
p006178,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,0,False,UNMOORED,UNMOORED,1,TOLD,11,0.555064,0.683062,0.054626,0.720166,5.550638,0.129745,0.584687,-0.029623,4.184463,4.334263,4.184463,4.334263,0.1498,0.1498
p006179,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,1,False,HOLDS,HOLDS,1,TOLD,15,0.484326,0.548471,0.048292,0.657536,6.780559,0.096974,0.497933,-0.013607,3.875753,3.988659,3.875753,3.988659,0.112906,0.112906
p006180,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,3,False,HOLDS,HOLDS,1,TOLD,19,0.424331,0.608982,0.101666,0.65286,7.637966,0.085476,0.475599,-0.051267,3.305837,3.492624,3.305837,3.492624,0.186787,0.186787
p006181,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,5,False,HOLDS,HOLDS,0,NONE,8,0.453255,0.594202,0.093121,0.647445,3.172786,0.204062,0.493964,-0.040708,2.953187,3.151496,2.953187,3.151496,0.198309,0.198309
p006182,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,10,False,HOLDS,HOLDS,1,TOLD,21,0.525269,0.700139,0.0914,0.700139,10.505381,0.066646,0.534496,-0.009227,4.001381,4.169641,4.001381,4.169641,0.16826,0.16826
p006183,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,11,False,SHIFTS,SHIFTS,1,TOLD,8,0.53398,0.661302,0.066586,0.724595,3.737861,0.193853,0.559518,-0.025538,2.826612,3.540787,2.826612,3.540787,0.714175,0.714175
p006184,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,12,False,HOLDS,HOLDS,0,NONE,20,0.458232,0.62419,0.088117,0.686816,8.706409,0.078886,0.490087,-0.031855,2.854045,2.949459,2.854045,2.949459,0.095414,0.095414
p006185,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,14,False,SHIFTS,SHIFTS,1,TOLD,11,0.511321,0.627246,0.094748,0.641964,5.113211,0.12555,0.520109,-0.008788,2.729348,3.196511,2.729348,3.196511,0.467163,0.467163
p006186,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,16,True,HOLDS,HOLDS,2,TOLD,12,0.430944,0.640373,0.102381,0.675837,4.740386,0.14257,0.506145,-0.0752,2.873082,3.373903,2.873082,3.373903,0.500821,0.500821
p006187,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and decided to,17,False,UNMOORED,SHIFTS,1,TOLD,10,0.385237,0.606455,0.148653,0.692281,3.467134,0.19967,0.449508,-0.064271,2.852046,3.072229,2.852046,3.072229,0.220183,0.220183
p006188,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and destroy something and decided to,1,False,SHIFTS,SHIFTS,2,SHOWN,18,0.432484,0.567242,0.087832,0.715079,7.352233,0.09726,0.524231,-0.091746,3.441143,3.544971,3.441143,3.544971,0.103828,0.103828
p006189,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and destroy something and decided to,5,True,HOLDS,HOLDS,1,TOLD,10,0.495465,0.56908,0.066282,0.66588,4.459183,0.149328,0.518398,-0.022933,3.27044,3.474307,3.27044,3.474307,0.203866,0.203866
p006190,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and destroy something and decided to,13,False,UNMOORED,UNMOORED,0,NONE,13,0.521872,0.61335,0.064996,0.710077,6.262465,0.113386,0.541944,-0.020072,4.312392,4.489548,4.312392,4.489548,0.177156,0.177156
p006191,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and destroy something and decided to,14,False,UNMOORED,UNMOORED,0,NONE,18,0.479205,0.69594,0.133044,0.731302,8.146488,0.089769,0.554453,-0.075248,3.678455,3.869591,3.678455,3.869591,0.191136,0.191136
p006192,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and destroy something and decided to,17,False,SHIFTS,SHIFTS,1,TOLD,9,0.497371,0.643386,0.085731,0.681669,3.978968,0.171318,0.54647,-0.049099,3.849914,4.015824,3.849914,4.015824,0.16591,0.16591
p006193,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to create something and destroy something and decided to,19,True,HOLDS,HOLDS,2,TOLD,13,0.498282,0.739995,0.107251,0.793214,5.979386,0.132658,0.535639,-0.037356,3.030113,3.142882,3.030113,3.142882,0.112769,0.112769
p006194,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy and ruin at once and decided to,2,False,HOLDS,HOLDS,0,NONE,5,0.452592,0.59817,0.101967,0.662502,1.81037,0.365948,0.514342,-0.061749,4.723703,4.878702,4.723703,4.878702,0.154999,0.154999
p006195,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy and ruin at once and decided to,7,False,HOLDS,HOLDS,3,TOLD,12,0.412419,0.562858,0.073369,0.684569,4.536608,0.150899,0.455663,-0.043244,3.312945,3.42493,3.312945,3.42493,0.111985,0.111985
p006196,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy and ruin at once and decided to,11,True,SHIFTS,SHIFTS,2,TOLD,11,0.52105,0.629394,0.092393,0.73186,5.210505,0.140459,0.549292,-0.028241,3.513408,3.655412,3.513408,3.655412,0.142003,0.142003
p006197,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy and ruin at once and decided to,18,False,UNMOORED,UNMOORED,0,NONE,15,0.537537,0.680451,0.078126,0.776018,7.525518,0.103118,0.596463,-0.058926,2.208677,2.56178,2.208677,2.56178,0.353103,0.353103
p006198,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy something and decided to,6,False,HOLDS,SHIFTS,2,TOLD,10,0.451782,0.52678,0.071261,0.72403,4.066035,0.178068,0.520409,-0.068627,2.910523,3.055768,2.910523,3.055768,0.145245,0.145245
p006199,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy something and decided to,13,True,HOLDS,HOLDS,2,TOLD,14,0.490332,0.621875,0.065352,0.661327,6.374312,0.103749,0.518955,-0.028623,3.42227,3.580678,3.42227,3.580678,0.158407,0.158407
p006200,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy something and decided to,14,False,SHIFTS,SHIFTS,0,NONE,14,0.540439,0.637864,0.070567,0.748576,7.025708,0.106548,0.577913,-0.037473,2.72771,2.927883,2.72771,2.927883,0.200173,0.200173
p006201,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She wanted to destroy something and decided to,16,False,UNMOORED,UNMOORED,0,NONE,12,0.563957,0.667614,0.089651,0.766971,6.203532,0.123635,0.597373,-0.033415,3.931077,4.130215,3.931077,4.130215,0.199138,0.199138
p006202,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and a woman and she wanted to,0,False,HOLDS,SHIFTS,0,NONE,10,0.508823,0.617422,0.054108,0.632868,4.579409,0.138199,0.493457,0.015366,4.094795,4.249466,4.094795,4.249466,0.15467,0.15467
p006203,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and a woman and she wanted to,1,False,UNMOORED,UNMOORED,0,NONE,12,0.504355,0.64483,0.073892,0.692402,5.547909,0.124804,0.521884,-0.017529,4.711203,4.826655,4.711203,4.826655,0.115452,0.115452
p006204,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and a woman and she wanted to,8,False,HOLDS,HOLDS,1,TOLD,10,0.450104,0.557911,0.105615,0.631932,4.050932,0.155997,0.497476,-0.047373,3.453272,3.588583,3.453272,3.588583,0.135312,0.135312
p006205,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and a woman and she wanted to,14,False,SHIFTS,UNMOORED,1,TOLD,15,0.529549,0.73472,0.108506,0.754506,7.413684,0.101772,0.572972,-0.043423,3.632859,3.750352,3.632859,3.750352,0.117493,0.117493
p006206,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and a woman and she wanted to,16,False,HOLDS,SHIFTS,0,NONE,12,0.431531,0.665289,0.135972,0.71716,4.746844,0.151081,0.455007,-0.023476,2.890484,3.024847,2.890484,3.024847,0.134363,0.134363
p006207,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and a woman and she wanted to,18,False,SHIFTS,UNMOORED,0,NONE,14,0.485631,0.680101,0.122462,0.693481,6.313198,0.109846,0.534029,-0.048399,3.173322,3.329871,3.173322,3.329871,0.156549,0.156549
p006208,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and she wanted to,10,False,UNMOORED,UNMOORED,1,TOLD,21,0.522699,0.678516,0.111119,0.770887,10.453973,0.073741,0.553723,-0.031024,3.753201,3.905721,3.753201,3.905721,0.152521,0.152521
p006209,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and she wanted to,13,False,UNMOORED,UNMOORED,1,TOLD,15,0.525361,0.692737,0.115412,0.773888,7.35506,0.105218,0.618858,-0.093497,2.807542,3.007098,2.807542,3.007098,0.199555,0.199555
p006210,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and she wanted to,14,False,SHIFTS,UNMOORED,0,NONE,12,0.540337,0.638989,0.06159,0.743326,5.943702,0.125061,0.564128,-0.023791,3.845813,4.066384,3.845813,4.066384,0.220571,0.220571
p006211,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and she wanted to,17,True,HOLDS,HOLDS,2,TOLD,12,0.516325,0.656177,0.090843,0.703879,5.679573,0.123932,0.544868,-0.028544,2.758712,2.888125,2.758712,2.888125,0.129413,0.129413
p006212,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a man and she wanted to,18,False,HOLDS,HOLDS,1,TOLD,10,0.502146,0.613543,0.085392,0.645122,4.519317,0.142748,0.528599,-0.026453,2.956413,3.132496,2.956413,3.132496,0.176083,0.176083
p006213,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,1,False,HOLDS,SHIFTS,1,TOLD,14,0.495912,0.598918,0.068913,0.637072,6.44686,0.098819,0.502764,-0.006852,2.768286,2.853454,2.768286,2.853454,0.085168,0.085168
p006214,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,2,False,HOLDS,HOLDS,1,TOLD,13,0.517205,0.6661,0.100759,0.6661,6.206455,0.107324,0.528947,-0.011743,3.786102,3.87751,3.786102,3.87751,0.091408,0.091408
p006215,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,3,False,SHIFTS,UNMOORED,1,TOLD,8,0.522182,0.575069,0.035124,0.637463,3.655275,0.174395,0.532656,-0.010474,3.597923,3.684253,3.597923,3.684253,0.086329,0.086329
p006216,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,4,True,HOLDS,HOLDS,0,NONE,4,0.57103,0.642457,0.080648,0.642457,1.713091,0.375028,0.555255,0.015776,3.444359,3.830259,3.444359,3.830259,0.385901,0.385901
p006217,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,13,False,UNMOORED,UNMOORED,1,TOLD,17,0.561916,0.706812,0.11238,0.716173,8.990652,0.079658,0.559887,0.002028,3.228894,3.414665,3.228894,3.414665,0.185771,0.185771
p006218,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,15,False,HOLDS,HOLDS,0,NONE,26,0.499173,0.63738,0.077059,0.715895,12.479327,0.057366,0.519501,-0.020328,3.090236,3.178348,3.090236,3.178348,0.088112,0.088112
p006219,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,18,False,HOLDS,HOLDS,1,TOLD,4,0.482801,0.554661,0.050836,0.554661,1.448403,0.382946,0.487309,-0.004508,3.054017,3.143706,3.054017,3.143706,0.089689,0.089689
p006220,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was a woman and she wanted to,19,False,HOLDS,SHIFTS,2,TOLD,16,0.492714,0.732641,0.08585,0.761905,7.390716,0.103089,0.5209,-0.028186,3.410602,3.555319,3.410602,3.555319,0.144717,0.144717
p006221,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and devoted to him and she began to,2,False,HOLDS,UNMOORED,1,TOLD,17,0.543245,0.660383,0.058431,0.689681,8.691919,0.079347,0.546501,-0.003256,3.991107,4.094625,3.991107,4.094625,0.103517,0.103517
p006222,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and devoted to him and she began to,5,False,SHIFTS,SHIFTS,0,NONE,15,0.531226,0.651667,0.073578,0.74551,7.437161,0.100241,0.573246,-0.04202,3.398326,3.496552,3.398326,3.496552,0.098226,0.098226
p006223,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and devoted to him and she began to,12,False,UNMOORED,UNMOORED,1,TOLD,7,0.572874,0.653246,0.058974,0.680459,3.437246,0.197966,0.573943,-0.001069,4.967876,5.133535,4.967876,5.133535,0.16566,0.16566
p006224,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and devoted to him and she began to,15,False,HOLDS,HOLDS,1,TOLD,8,0.55273,0.64878,0.080945,0.705808,3.869109,0.182421,0.560193,-0.007463,4.02195,4.149355,4.02195,4.149355,0.127406,0.127406
p006225,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and devoted to him and she began to,16,True,HOLDS,HOLDS,1,TOLD,13,0.51114,0.633444,0.062223,0.722816,6.133677,0.117844,0.568711,-0.057572,3.485033,3.694817,3.485033,3.694817,0.209784,0.209784
p006226,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and devoted to him and she began to,17,True,HOLDS,HOLDS,1,TOLD,14,0.417214,0.545662,0.059399,0.579126,5.423781,0.106775,0.47468,-0.057466,2.995684,3.110212,2.995684,3.110212,0.114528,0.114528
p006227,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,2,False,SHIFTS,SHIFTS,1,TOLD,9,0.528033,0.593388,0.052915,0.648484,4.224267,0.153514,0.54493,-0.016897,4.094053,4.274216,4.094053,4.274216,0.180163,0.180163
p006228,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,3,False,UNMOORED,SHIFTS,0,NONE,13,0.543698,0.624153,0.054621,0.720983,6.524379,0.110506,0.583679,-0.03998,3.87391,3.987789,3.87391,3.987789,0.113879,0.113879
p006229,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,5,True,HOLDS,HOLDS,1,TOLD,16,0.503844,0.624599,0.064876,0.747012,7.557664,0.098842,0.569325,-0.06548,3.243281,3.317943,3.243281,3.317943,0.074662,0.074662
p006230,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,7,False,SHIFTS,SHIFTS,1,TOLD,9,0.517058,0.627353,0.069731,0.638513,4.136461,0.154362,0.536478,-0.01942,3.596167,3.676088,3.596167,3.676088,0.079921,0.079921
p006231,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,8,False,UNMOORED,UNMOORED,0,NONE,13,0.57496,0.692716,0.076578,0.734223,6.89952,0.106417,0.598817,-0.023857,4.254697,4.396425,4.254697,4.396425,0.141728,0.141728
p006232,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,10,False,UNMOORED,UNMOORED,0,NONE,13,0.500444,0.708292,0.204409,0.799121,6.005322,0.133069,0.613776,-0.113333,3.046679,3.295574,3.046679,3.295574,0.248894,0.248894
p006233,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,11,False,SHIFTS,SHIFTS,1,TOLD,16,0.546233,0.675587,0.074101,0.76008,8.193495,0.092766,0.571828,-0.025595,3.956303,4.045073,3.956303,4.045073,0.088769,0.088769
p006234,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,15,False,UNMOORED,UNMOORED,1,TOLD,12,0.496639,0.684391,0.110226,0.738786,5.463027,0.135234,0.551355,-0.054716,3.229323,3.345289,3.229323,3.345289,0.115965,0.115965
p006235,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful and unfaithful to him and she began to,16,False,SHIFTS,SHIFTS,1,TOLD,14,0.465638,0.633292,0.108745,0.658619,6.05329,0.108803,0.532794,-0.067157,3.954804,4.196748,3.954804,4.196748,0.241944,0.241944
p006236,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful to him and she began to,1,False,UNMOORED,UNMOORED,0,NONE,11,0.517161,0.736417,0.107588,0.772757,5.171609,0.149423,0.58015,-0.062989,3.472584,3.579764,3.472584,3.579764,0.10718,0.10718
p006237,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful to him and she began to,3,False,HOLDS,HOLDS,1,TOLD,17,0.51801,0.642404,0.075778,0.700488,8.288164,0.084517,0.531002,-0.012992,4.454412,4.540324,4.454412,4.540324,0.085913,0.085913
p006238,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful to him and she began to,4,False,SHIFTS,SHIFTS,1,TOLD,17,0.452334,0.588373,0.10458,0.697576,7.23735,0.096386,0.536023,-0.083688,3.120506,3.253684,3.120506,3.253684,0.133178,0.133178
p006239,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful to him and she began to,5,False,SHIFTS,SHIFTS,0,NONE,14,0.485432,0.724423,0.112558,0.724423,6.310616,0.114794,0.528128,-0.042696,3.427932,3.622763,3.427932,3.622763,0.194831,0.194831
p006240,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful to him and she began to,11,False,SHIFTS,SHIFTS,1,TOLD,4,0.568328,0.613538,0.032151,0.653918,1.704983,0.383533,0.599008,-0.03068,3.742366,3.891156,3.742366,3.891156,0.14879,0.14879
p006241,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful to him and she began to,15,False,HOLDS,UNMOORED,0,NONE,10,0.567785,0.663061,0.069673,0.711628,5.110065,0.13926,0.570311,-0.002526,4.433233,4.550531,4.433233,4.550531,0.117298,0.117298
p006242,HuggingFaceTB/SmolLM2-360M,base,HuggingFaceTB/SmolLM2-360M,She was faithful to him and she began to,16,False,UNMOORED,UNMOORED,0,NONE,12,0.501128,0.662464,0.110494,0.73324,5.512408,0.133016,0.540787,-0.039659,4.074185,4.201851,4.074185,4.201851,0.127666,0.127666
