id,pool,group,model,arm,bits_per_token,mean_drift,mean_pairwise,n_sents,n_tokens_total,n_bytes
huma-c8126f3677c406,human_anchor,literary_criticism,,human,4.920157,0.38408,0.411467,8,306,1201
huma-6ccb72e4d5dde1,human_anchor,waking_narrative,,human,3.40129,0.389961,0.402054,12,217,980
mode-326349ac554cfa,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.035789,0.456723,0.469422,12,266,1121
mode-981c48f86187f1,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,3.681632,0.433495,0.476317,13,249,1035
mode-ded94152db7f14,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,4.389959,0.500472,0.528855,18,258,1110
mode-76134993cfb967,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,3.283256,0.41394,0.467244,23,262,1029
mode-a132a3f94afe20,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,4.627764,0.464275,0.503483,14,222,952
huma-f5259ab1bdcfa9,human_anchor,philosophy,,human,4.499688,0.523205,0.52313,10,245,1165
mode-957ea5e4581c60,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,4.214763,0.468368,0.516363,12,264,1208
mode-c2e8ecb721ccb7,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.80313,0.446943,0.476543,19,249,1072
mode-5178cef55494dc,model_narrative,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B-Base,base,4.582899,0.478661,0.503151,18,264,1134
mode-62b49b7d8896ed,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,2.627255,0.374582,0.428155,19,239,905
huma-6a314a03e50d5a,human_anchor,literary_criticism,,human,4.114763,0.546721,0.567848,9,272,1245
huma-fd62e499d6f939,human_anchor,waking_narrative,,human,3.902195,0.420523,0.450599,9,218,1048
huma-15d4f9cb4ec14f,human_anchor,dreams,,human,3.8989,0.448356,0.478105,11,226,993
huma-a9abf4f592d056,human_anchor,arxiv_abstracts,,human,4.24818,0.458489,0.521496,11,289,1352
huma-e3c21c03ece2c6,human_anchor,philosophy,,human,3.883195,0.39931,0.457355,6,216,972
mode-563542adacb44d,model_narrative,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B,base,3.882421,0.497812,0.508342,18,252,1079
mode-07d0af5670e006,model_narrative,tiiuae/Falcon3-1B-Instruct,tiiuae/Falcon3-1B-Instruct,aligned,4.054701,0.503081,0.508597,27,267,1081
mode-a0f1b58b663605,model_narrative,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-hf,base,4.483706,0.432109,0.50843,24,269,1132
huma-f3061fc8fb7b39,human_anchor,philosophy,,human,3.613889,0.4124,0.443387,10,223,1078
mode-5d549a092e69bd,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,3.006124,0.408519,0.418331,13,252,1190
mode-9eeb78c64d8374,model_narrative,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B-Base,base,4.794035,0.446656,0.511851,14,259,1101
mode-f93a39ca86face,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,2.264156,0.348983,0.377698,12,241,1115
mode-af6c705d78c4b1,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,3.395256,0.435205,0.486463,22,258,951
mode-08be3ef106d372,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,2.660327,0.462605,0.478051,22,247,952
mode-3424e35b989575,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,2.750149,0.454469,0.426494,8,245,1029
huma-d8a8176ac6b5d4,human_anchor,c20_fiction,,human,4.742464,0.562211,0.554382,18,227,1114
mode-77bbab2c5d1abb,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,2.250244,0.401834,0.43248,13,243,1056
mode-76892b015d0186,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,4.278693,0.422268,0.445734,12,257,1134
mode-78e0033ad730af,model_narrative,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-hf,base,5.123933,0.503434,0.512069,12,264,1156
huma-3b98fba4e04616,human_anchor,philosophy,,human,4.184168,0.446558,0.432351,7,260,1250
huma-631842b62349fd,human_anchor,waking_narrative,,human,3.095254,0.386324,0.40994,13,212,1000
mode-c3aa2e16b44eb4,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.480855,0.458463,0.495277,12,252,1125
huma-d7342d4ea8d349,human_anchor,waking_narrative,,human,2.632763,0.38786,0.429586,17,223,964
huma-0a08f58f3d45a2,human_anchor,dreams,,human,3.856969,0.417154,0.473723,9,223,917
huma-b8af9448926e8f,human_anchor,arxiv_abstracts,,human,4.360786,0.442441,0.4249,6,227,1326
mode-dacd5ea70a0eda,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,4.342984,0.450389,0.485092,14,250,1174
huma-bc90c1a4dd28d9,human_anchor,arxiv_abstracts,,human,5.124444,0.481311,0.483721,6,285,1248
huma-9bc54304b4c189,human_anchor,arxiv_abstracts,,human,3.428879,0.449675,0.508311,7,278,1401
mode-d519bae5bee003,model_narrative,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,base,3.826784,0.451726,0.544154,11,252,1074
mode-9835dbdec7ffda,model_narrative,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B-Base,base,3.890764,0.390958,0.407494,18,264,1187
mode-6abeb217d11e17,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,4.489484,0.443837,0.46326,21,257,963
mode-fd4d585f04137d,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,3.43322,0.370557,0.452639,13,255,1190
mode-ae9e51ab260d0d,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,1.792756,0.375449,0.399244,16,247,1054
mode-8d644baabe044a,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,3.473617,0.372495,0.42574,18,255,869
huma-50c34a28e7e818,human_anchor,literary_criticism,,human,3.985655,0.527642,0.528186,8,308,1080
huma-2faf9f2b9a0229,human_anchor,philosophy,,human,4.197131,0.429715,0.508205,8,237,1140
huma-c36de19f2b8078,human_anchor,dreams,,human,3.843951,0.480412,0.512575,12,229,950
huma-364e94aa72d0c1,human_anchor,literary_criticism,,human,4.889036,0.504017,0.529218,9,325,1257
mode-e723c490debb97,model_narrative,HuggingFaceTB/SmolLM2-360M-Instruct,HuggingFaceTB/SmolLM2-360M-Instruct,aligned,4.932576,0.482801,0.512347,13,251,1210
mode-28f9e5597b24ff,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.466974,0.409917,0.446895,18,259,1123
mode-febc53e2d6a417,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,3.595267,0.430016,0.468976,26,257,903
mode-d6a3f45493dc6f,model_narrative,m-a-p/neo_7b,m-a-p/neo_7b,base,5.040548,0.511532,0.559115,15,239,893
huma-af0c21047cb9e7,human_anchor,c20_fiction,,human,4.295041,0.496976,0.527455,11,223,1092
mode-b15d152788e33a,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.231264,0.462551,0.490915,15,251,1168
huma-2aa84ab01f2411,human_anchor,literary_criticism,,human,4.032421,0.55348,0.555101,6,303,1206
mode-fadc6178d781c5,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,3.134659,0.364369,0.397035,10,240,967
huma-53585daf04f4ba,human_anchor,dreams,,human,3.816763,0.434273,0.462399,13,233,1012
huma-e2e9bf40e843c1,human_anchor,dreams,,human,3.523792,0.406056,0.45094,14,219,945
huma-de790bc3fe2481,human_anchor,arxiv_abstracts,,human,3.753444,0.523095,0.505214,9,266,1429
mode-30ef4e7b44670a,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,3.658233,0.388457,0.432211,16,261,1186
huma-676d8660241f64,human_anchor,literary_criticism,,human,3.658935,0.491829,0.476522,9,224,1109
huma-1a79c2b2229fa9,human_anchor,c20_fiction,,human,4.171146,0.45725,0.465387,13,228,1040
mode-058ade42644da7,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.343079,0.452098,0.478008,19,255,908
mode-57d41b73ddec4c,model_narrative,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B,base,5.276553,0.508052,0.568887,15,257,1172
mode-50fe4632782cd5,model_narrative,BSC-LT/salamandra-7b,BSC-LT/salamandra-7b,base,4.753529,0.439758,0.461015,18,232,1028
mode-8b213e4873fab9,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,3.482296,0.477808,0.513979,29,263,970
mode-f7d489fb08f04d,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,3.977548,0.434031,0.449262,16,266,1209
mode-d05e8388aedc6e,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,3.096868,0.419411,0.469426,21,257,879
mode-9ad7bd105cd09c,model_narrative,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125,base,4.118975,0.39227,0.510299,12,256,1086
huma-5ba6315abc96c5,human_anchor,dreams,,human,3.800707,0.437306,0.451424,11,221,984
mode-0948cae1e9f43b,model_narrative,OpenLLM-France/Lucie-7B-Instruct-v1.1,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,4.182903,0.376005,0.423907,14,252,1197
huma-a3bf7fc6ade414,human_anchor,philosophy,,human,4.02346,0.445953,0.468215,8,221,1254
huma-5d3884e78e3275,human_anchor,c20_fiction,,human,4.646268,0.503,0.555584,9,263,1041
mode-166c98cf8a3177,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,3.358235,0.42214,0.476205,18,228,927
huma-d8c96590729fe9,human_anchor,arxiv_abstracts,,human,3.814772,0.458043,0.469183,7,248,1412
mode-95206b7db28073,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,5.038812,0.419697,0.439898,8,254,1165
mode-a8772812e16abd,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,3.500655,0.490972,0.490955,19,254,947
mode-362afff1187e26,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,4.026598,0.461843,0.537257,20,263,1099
huma-77b9867437376d,human_anchor,literary_criticism,,human,4.477377,0.441223,0.423582,3,239,1183
huma-d51ac268dab388,human_anchor,c20_fiction,,human,4.775012,0.436318,0.512089,16,236,1041
huma-e42f0f80f65e14,human_anchor,dreams,,human,3.88514,0.406779,0.459463,15,223,968
mode-28b729e3e4b8aa,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,4.968978,0.412586,0.447562,19,245,1054
huma-b06f8a114ba9ae,human_anchor,philosophy,,human,3.857159,0.423763,0.498186,9,232,1127
mode-9378fa7dac386d,model_narrative,LLM360/Amber,LLM360/Amber,base,4.108659,0.389499,0.469199,22,243,966
mode-83929b1e4c0cf2,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.451878,0.416969,0.463784,18,248,1030
mode-30eab0ee79bfe3,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.511477,0.452641,0.471302,15,259,1144
mode-8897bc50d77797,model_narrative,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,base,4.355661,0.457739,0.486459,17,238,888
mode-8e05e81d7c8a5a,model_narrative,m-a-p/neo_7b_instruct_v0.1,m-a-p/neo_7b_instruct_v0.1,aligned,3.713342,0.460125,0.478274,12,238,1142
mode-8298601848f857,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,2.933709,0.457589,0.463833,10,261,1043
mode-61a85eb8e9bd72,model_narrative,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-hf,base,5.53355,0.489634,0.491877,9,260,1121
mode-711b14f942e61a,model_narrative,01-ai/Yi-1.5-9B-Chat,01-ai/Yi-1.5-9B-Chat,aligned,4.019825,0.425273,0.434284,10,249,1123
mode-fd84d4744c54d5,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,3.715345,0.541965,0.527633,17,238,905
mode-7bfaf01eb8122f,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,3.701288,0.481988,0.503304,15,261,1034
mode-e5b1dd85ba1a15,model_narrative,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,aligned,3.47352,0.493399,0.477669,11,236,1130
huma-41123cc55379bf,human_anchor,literary_criticism,,human,4.797617,0.435544,0.476762,11,247,1140
mode-ce9321731a0a43,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,3.535188,0.346749,0.396137,10,233,1165
huma-3cc00af743415a,human_anchor,arxiv_abstracts,,human,3.619423,0.393093,0.409117,8,224,1430
mode-17f6eebe8dc1ea,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,3.354533,0.366678,0.401966,12,249,1098
mode-7ff47f04878a02,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.1421,0.459488,0.507383,18,269,1109
huma-dbac89f4e22546,human_anchor,waking_narrative,,human,3.01396,0.425349,0.440992,15,215,962
mode-df73fa0906c7f3,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.793746,0.40771,0.455099,18,259,1214
huma-6bbc552cb4162e,human_anchor,philosophy,,human,2.643375,0.48118,0.573046,12,322,1312
huma-fd0662333228ed,human_anchor,literary_criticism,,human,5.205969,0.507501,0.547315,10,244,1132
mode-623ff474b39337,model_narrative,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Base,base,3.237238,0.498584,0.496598,19,266,1020
mode-ca5bf9957f580d,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.724393,0.457506,0.494004,18,260,1083
mode-04ee4a78688212,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,4.726016,0.478373,0.477064,15,259,1198
mode-0fa12c22e2702b,model_narrative,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B,base,4.796036,0.479832,0.477729,9,255,1215
mode-97d6c22c412c34,model_narrative,lomahony/eleuther-pythia6.9b-hh-dpo,lomahony/eleuther-pythia6.9b-hh-dpo,aligned,3.409396,0.480157,0.514047,19,261,976
mode-e17b87a8ef1a74,model_narrative,tiiuae/Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,aligned,4.002011,0.457419,0.499563,24,242,948
mode-29452320cc69ec,model_narrative,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B,base,4.543062,0.478585,0.50707,17,246,1068
mode-d67429eff21509,model_narrative,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B-Base,base,4.539426,0.494067,0.506649,17,268,1110
huma-f42f8d6e862b88,human_anchor,waking_narrative,,human,3.130585,0.471672,0.480438,13,215,1011
mode-c4a06bef8111af,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.451232,0.348546,0.393189,19,255,1099
mode-a5fb2c5863c619,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.567186,0.409381,0.438389,20,251,1031
mode-db02695653cf54,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,3.95834,0.362741,0.402688,21,267,1169
mode-38d85e1328efc7,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,3.630308,0.50761,0.518354,16,259,1121
mode-8cb29f8fa2c462,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.984576,0.435038,0.462204,20,263,1095
huma-a837975541abb3,human_anchor,dreams,,human,4.201856,0.44556,0.450328,8,240,1066
huma-a43b39efe559f0,human_anchor,literary_criticism,,human,4.993185,0.393743,0.404409,6,234,1135
huma-c6cdcdb4fda1f1,human_anchor,philosophy,,human,4.02273,0.374789,0.373076,6,257,1302
mode-04b59bdbf72089,model_narrative,allenai/Olmo-3-1025-7B,allenai/Olmo-3-1025-7B,base,4.38935,0.451765,0.477133,15,267,1060
mode-7f1af8a2594710,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.1988,0.408868,0.451279,17,254,1124
mode-5f88af18bc57cd,model_narrative,ContextualAI/archangel_sft-dpo_pythia2-8b,ContextualAI/archangel_sft-dpo_pythia2-8b,aligned,3.845472,0.410944,0.451767,27,243,985
mode-031822709b481c,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,3.068105,0.35542,0.38084,11,214,927
mode-e66c0a1bb83799,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.146255,0.485222,0.510844,15,253,1030
huma-b0d8a341ec57a7,human_anchor,arxiv_abstracts,,human,4.302159,0.429197,0.454784,8,264,1458
huma-3c1239bb0bd1f2,human_anchor,arxiv_abstracts,,human,4.029707,0.405112,0.448385,9,237,1351
mode-13cb3d08c5a91c,model_narrative,tiiuae/Falcon3-3B-Instruct,tiiuae/Falcon3-3B-Instruct,aligned,3.451573,0.419484,0.454912,15,260,1255
mode-a370cbd0b6bdfe,model_narrative,BSC-LT/salamandra-7b,BSC-LT/salamandra-7b,base,4.075264,0.449465,0.476617,15,252,1080
mode-ab54fe3d4c03e1,model_narrative,ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,base,4.013103,0.475153,0.50415,13,220,932
huma-0ecc9b002da5e5,human_anchor,literary_criticism,,human,4.454876,0.452436,0.488903,9,230,1164
mode-0900b9fd938bcc,model_narrative,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Base,base,5.123295,0.471122,0.513858,12,258,1117
mode-d9011b82ab0479,model_narrative,bigscience/bloom-7b1,bigscience/bloom-7b1,base,4.2334,0.452953,0.466436,13,248,1120
huma-ad88ea65d31d9d,human_anchor,philosophy,,human,4.136178,0.436345,0.498936,10,338,990
huma-1a3edb962edbbb,human_anchor,philosophy,,human,3.370183,0.333072,0.41962,11,266,1117
mode-2dc8d58c5f0819,model_narrative,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Base,base,3.325572,0.477283,0.499043,18,273,1030
mode-4d6848a1e51e4f,model_narrative,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,base,4.956492,0.409011,0.476798,12,246,1166
huma-48cc628b8b3b29,human_anchor,dreams,,human,4.236401,0.454019,0.479143,17,230,966
mode-412a5fd8d4deeb,model_narrative,bigscience/bloom-7b1,bigscience/bloom-7b1,base,4.34454,0.431081,0.468206,22,262,1057
mode-4269df6c1971df,model_narrative,PKU-Alignment/beaver-7b-v1.0,PKU-Alignment/beaver-7b-v1.0,aligned,2.111236,0.421516,0.478124,19,234,958
mode-897cb5f3f4db65,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.197045,0.393366,0.462935,22,243,932
huma-3726f9c53441f7,human_anchor,c20_fiction,,human,4.326772,0.459378,0.464098,7,209,992
mode-89b27b2fbb4cb9,model_narrative,HuggingFaceH4/zephyr-7b-beta,HuggingFaceH4/zephyr-7b-beta,aligned,3.663291,0.373122,0.398146,20,250,1120
huma-0c5b15690da5b0,human_anchor,waking_narrative,,human,3.268354,0.475719,0.520308,8,215,952
huma-fe826ff5271912,human_anchor,dreams,,human,5.041224,0.48269,0.503214,14,219,1056
huma-c51b0d9fd452c3,human_anchor,waking_narrative,,human,2.780056,0.423821,0.428703,10,230,943
huma-24ec4ddc2d8d46,human_anchor,literary_criticism,,human,4.260561,0.508464,0.555032,9,247,1124
mode-3cb48eb3d41476,model_narrative,huggyllama/llama-7b,huggyllama/llama-7b,base,3.903898,0.474205,0.493565,11,242,1095
mode-348c60e4f38780,model_narrative,tiiuae/Falcon3-7B-Instruct,tiiuae/Falcon3-7B-Instruct,aligned,4.088525,0.434174,0.443095,17,266,1114
mode-8c0dee382a2426,model_narrative,LLM360/AmberSafe,LLM360/AmberSafe,aligned,2.489482,0.401712,0.415882,14,232,1138
mode-bf87a6eb4bc41c,model_narrative,ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.0-8b-instruct,aligned,2.562165,0.389159,0.445414,12,215,841
mode-0559363036c1d8,model_narrative,EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,base,4.277162,0.482985,0.546041,16,257,1111
mode-64426b20d1992a,model_narrative,allenai/OLMo-2-0425-1B-DPO,allenai/OLMo-2-0425-1B-DPO,aligned,4.154987,0.488038,0.497986,13,275,1113
mode-6e6eb501b07621,model_narrative,allenai/OLMoE-1B-7B-0125-DPO,allenai/OLMoE-1B-7B-0125-DPO,aligned,3.083176,0.519504,0.518489,16,264,1122
mode-9dabcabf920641,model_narrative,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B,base,4.044379,0.431112,0.478107,14,273,1163
mode-733f80d0f93700,model_narrative,HuggingFaceTB/SmolLM3-3B,HuggingFaceTB/SmolLM3-3B,aligned,4.443326,0.440619,0.483789,15,267,1191
huma-884aa38e0746a4,human_anchor,literary_criticism,,human,5.757396,0.406367,0.415148,4,268,1285
mode-f8c6a3407885d8,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,4.2827,0.528749,0.519582,17,256,983
huma-f4c50dd1aec381,human_anchor,literary_criticism,,human,4.000714,0.469466,0.468409,9,237,1241
huma-9560fb150091e7,human_anchor,literary_criticism,,human,3.553744,0.543344,0.548024,15,240,1194
mode-f50134a4e375b4,model_narrative,BSC-LT/salamandra-7b-instruct,BSC-LT/salamandra-7b-instruct,aligned,5.148101,0.420189,0.50096,12,230,1165
mode-bae1e480502b93,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,3.519548,0.482859,0.507799,18,258,1027
mode-af0b2b25f63385,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,4.4685,0.490247,0.522766,11,243,1059
huma-81f72a37aa485a,human_anchor,waking_narrative,,human,3.185989,0.452076,0.461873,15,223,944
huma-f60b801a5fd571,human_anchor,literary_criticism,,human,4.754329,0.584656,0.608351,11,278,1124
mode-ae976eaed295ef,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.481759,0.457265,0.474587,20,254,1042
mode-bd4db241f30687,model_narrative,OpenLLM-France/Lucie-7B-Instruct-v1.1,OpenLLM-France/Lucie-7B-Instruct-v1.1,aligned,3.58578,0.455993,0.482702,13,252,1152
mode-f455574c78d45b,model_narrative,tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-10B-Instruct,aligned,2.053834,0.481525,0.485942,16,253,1110
mode-6147602d552c36,model_narrative,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B-Base,base,5.263313,0.427713,0.45704,7,252,1165
mode-f537fa7509289b,model_narrative,togethercomputer/RedPajama-INCITE-7B-Chat,togethercomputer/RedPajama-INCITE-7B-Chat,aligned,2.224948,0.448763,0.469462,18,255,1042
mode-1d834304336c68,model_narrative,mistralai/Mistral-7B-v0.1,mistralai/Mistral-7B-v0.1,base,4.46161,0.430881,0.454405,12,244,1083
huma-c20ebf656a00f1,human_anchor,c20_fiction,,human,4.969713,0.380208,0.460796,21,235,1058
mode-c822075dd8c421,model_narrative,m-a-p/CT-LLM-SFT-DPO,m-a-p/CT-LLM-SFT-DPO,aligned,3.393897,0.429547,0.459816,16,249,1005
huma-0e838b4ee114b1,human_anchor,dreams,,human,4.947127,0.449108,0.495623,14,229,1042
huma-3f51feef335296,human_anchor,c20_fiction,,human,5.44506,0.544187,0.54734,12,241,1084
huma-f7321477850112,human_anchor,arxiv_abstracts,,human,3.832045,0.401044,0.411335,7,238,1390
mode-dcb05fbfbe267d,model_narrative,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,base,4.490149,0.466032,0.520487,17,258,998
huma-0462772d73fcd2,human_anchor,dreams,,human,4.293018,0.408295,0.424426,10,220,1071
mode-a3faab28df02fc,model_narrative,EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,base,4.353617,0.533949,0.514692,13,268,1075
